business_id,name,period_type,current_period,previous_period,rising_star_labels,current_review_count,current_avg_stars,current_rating_improvement,prior_review_count,prior_avg_stars,prior_rating_improvement,last_update_date
VM4QU1KR0dmW2IFTkmFTIw,Joe Coffee Company,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",12,4.083333333333333,1.083333333333333,1,3,null,2025-02-24
VM72oeDVKBDwMglH-bTeYg,Patient First - Montgomeryville,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",14,4.214285714285714,1.1142857142857143,10,3.1,null,2025-02-24
VRGS76RTMclRUD8n3H30yg,South Philly Bar & Grill,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",22,3.6818181818181817,1.0818181818181816,20,2.6,null,2025-02-24
VWCkjGczWp9b48PQN3bCyA,Kevin's Hair Salon,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",11,3.909090909090909,1.051948051948052,7,2.857142857142857,null,2025-02-24
V_ag_CMF-WhHQ0PFIsxkAA,Moore's Spicy Fried Chicken,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",25,4.08,1.256470588235294,17,2.823529411764706,null,2025-02-24
Vt2_sGwDV35pPyo5kk-22A,Chateau Hotel,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",14,3.142857142857143,1,21,2.142857142857143,null,2025-02-24
W4rgF_1eKzFZiGUOsgbGMA,Amber Indian Restaurant,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",28,4.642857142857143,1.0428571428571431,25,3.6,null,2025-02-24
W9vWGD3b2qYbC6lHUK5IUg,Redemption Alewerks,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",78,3.5,1.5,2,2,null,2025-02-24
WPGnV4NJg388JykfeK-gog,Metairie Dental Centre,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",12,4.333333333333333,2.333333333333333,2,2,null,2025-02-24
WXLpEC9h4tlI57Wy26cdrw,Choice Greens,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",13,4.230769230769231,1.0641025641025643,6,3.1666666666666665,null,2025-02-24
WgHEq9HR9yj6KvOdObvyaw,Kenrick's Meats & Catering,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",12,4.5,1.2999999999999998,5,3.2,null,2025-02-24
Wiz2g4vTbgw_pbIdVblYGw,Best Buy - Willow Grove,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",13,2.923076923076923,1.5594405594405594,11,1.3636363636363635,null,2025-02-24
Wq_1vdxlxFiZnU0-LmE4fQ,Little Greek,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",14,4.642857142857143,1.3571428571428577,7,3.2857142857142856,null,2025-02-24
WzAi9U3CdzsVnvdhKaqb8A,Uhuru Furniture & Collectibles,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",11,4.636363636363637,1.3863636363636367,4,3.25,null,2025-02-24
X-lGF6aL8RIO-3ROlxcZYA,California Tortilla,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",12,4.583333333333333,1.1287878787878785,11,3.4545454545454546,null,2025-02-24
X9tvfneZi6vq-45Z7ulvPQ,Outback Steakhouse,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,3.7,1.1444444444444448,9,2.5555555555555554,null,2025-02-24
XABPGEqMuRN-WNpvk8kTVw,The Original Mama Maria's Greek Cuisine,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",13,4.3076923076923075,1.0576923076923075,8,3.25,null,2025-02-24
XACJyX9QZnRA0FrK1-vWqw,San Carlos Grill,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",10,3.8,1.9999999999999998,5,1.8,null,2025-02-24
XDf0sFPuwn11p47GqIbXvA,TGH Urgent Care powered by Fast Track,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",10,4.8,1.9249999999999998,8,2.875,null,2025-02-24
XMIi8JfGtsUl4gbd1zUUdQ,Walmart Supercenter,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",11,2.1818181818181817,1.1818181818181817,1,1,null,2025-02-24
XOUCIQtQJq1K_kI1wVCOdA,Cracker Barrel Old Country Store,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",14,2.2857142857142856,1.0357142857142856,4,1.25,null,2025-02-24
XiCKLSPhUonHrgpJN53aRg,Lily's Nail Spa,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",15,3.6,1.6,1,2,null,2025-02-24
XlLogD78dDkqnXFlmwhVhA,Sierra Air-Heating And Air Conditioning,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",11,3.1818181818181817,1.1818181818181817,1,2,null,2025-02-24
XmcERQbYrb_3aynqtdyc1w,Cafe Patachou,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",24,4.541666666666667,1.541666666666667,14,3,null,2025-02-24
XmpbEmS7PRdg5sIbGpjt7g,The Boathouse at Forest Park,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",58,3.310344827586207,1.1940657578187648,43,2.116279069767442,null,2025-02-24
Xp7aAqHsCwYluKwEeoHmwQ,Nashville KOA,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",16,4.125,1.5535714285714284,7,2.5714285714285716,null,2025-02-24
Xp7aAqHsCwYluKwEeoHmwQ,Nashville KOA,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",17,3.9411764705882355,1.1176470588235294,17,2.823529411764706,null,2025-02-24
YL-Tfi81Gbkxvc3CXB076w,Specialists in Dermatology,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",11,3.1818181818181817,1.3068181818181817,16,1.875,null,2025-02-24
Yaqg1BsxEH3iuunV4mZXNQ,Chuck E. Cheese,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",11,3.727272727272727,1.2987012987012987,7,2.4285714285714284,null,2025-02-24
YdZS3QkpjgHU2zIJ_bqy_A,Outback Steakhouse,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",10,3.2,1.2000000000000002,1,2,null,2025-02-24
YlOsfQ6V1F_irTBdVi8ybg,Maryland Fried Chicken,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",11,4.7272727272727275,1.060606060606061,9,3.6666666666666665,null,2025-02-24
ZAj8Zkl5kjDOZTaTNR1Zdw,DeLosa's Pizza,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",39,3.7948717948717947,1.1106612685560053,19,2.6842105263157894,null,2025-02-24
ZB61gANpKABguPC7kG6bzA,Vallarta's Mexican Resturant,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",10,3.6,1.2666666666666666,12,2.3333333333333335,null,2025-02-24
ZC7jEG-EERdNVmAl8YaIXg,MCOR Automotive,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",16,4.875,1.375,4,3.5,null,2025-02-24
ZLhu-sAejh5yGd8aV9zcGQ,Catrinas Tacos and Tequila,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",26,4.1923076923076925,1.0673076923076925,24,3.125,null,2025-02-24
ZTctPm8-lBy0iJ9dFhYhyQ,Herbsaint,YoY,2008-01-01,2007-01-01,"[""Rising Star 2007-2008""]",17,4.235294117647059,1.092436974789916,7,3.142857142857143,null,2025-02-24
ZW5RwyoMuAjXsAsrHxMv3w,Rendon Inn,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",14,4.571428571428571,1.5714285714285712,4,3,null,2025-02-24
Zi90uTf0F3YSCp8LjyxTRQ,Lavish Nails,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",10,4.8,3.8,1,1,null,2025-02-24
ZiEd4l1qEnLJFcF-K_3NgQ,Peppy Grill,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",15,4.133333333333334,1.0745098039215693,17,3.0588235294117645,null,2025-02-24
ZipdU0bO04CUDZFP1Hj2QA,Chili's,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",11,3.5454545454545454,1.006993006993007,13,2.5384615384615383,null,2025-02-24
Zw5ziGzTpiiU2B9855boUg,Crackers Comedy Club,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",10,4,1.1666666666666665,6,2.8333333333333335,null,2025-02-24
ZzGyTZiOkR758C_7bcPekg,King's Nails,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",10,3.4,1.025,8,2.375,null,2025-02-24
_KbbzwZdmYqXYWN-cUoLEw,"Gerhard's Appliances, TV & Mattresses",YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",21,3.5714285714285716,1.1008403361344539,17,2.4705882352941178,null,2025-02-24
_OMGZ3TXOfN2By7skat_bw,Drunken Fish - Central West End,YoY,2008-01-01,2007-01-01,"[""Rising Star 2007-2008""]",13,3.5384615384615383,1.5384615384615383,2,2,null,2025-02-24
_c72muPOhnfUqLRBNIAAcQ,The Blue Ocean,YoY,2010-01-01,2009-01-01,"[""Rising Star 2009-2010""]",11,3.5454545454545454,1.1010101010101008,9,2.4444444444444446,null,2025-02-24
_zA3oAn8hGgtH1SUFXUaBw,DDSNow Urgent Dental Care,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",12,4.583333333333333,1.1833333333333331,5,3.4,null,2025-02-24
a2w_o_vuvac9s_ABbMsW-A,Virtue Nail Spa,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",11,4.818181818181818,2.0181818181818185,5,2.8,null,2025-02-24
aDcLGfNHzJu2HEozDclqWw,Natalie Day Spa,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,3.5454545454545454,2.0454545454545454,2,1.5,null,2025-02-24
aOCzaC3XuADemJYXI0zsjg,Residence Inn Mt Laurel at Bishop's Gate,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",13,3.076923076923077,2.076923076923077,1,1,null,2025-02-24
aOHNMIs-N591irOmxQfbFg,French Press Coffeehouse,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",10,3.6,1.6,3,2,null,2025-02-24
aOkMeTvFzjQCQVZfnXOm-w,Einstein Bros. Bagels,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",13,3.5384615384615383,1.2884615384615383,4,2.25,null,2025-02-24
aTHqsBXlXNeyGbEbSTTGFQ,Golden Bowl,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",12,4.333333333333333,1.0256410256410255,13,3.3076923076923075,null,2025-02-24
a_ts6C7QntisENtyitJRBw,Tanya & Matt's Ice Cream,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",22,4.863636363636363,1.4090909090909087,11,3.4545454545454546,null,2025-02-24
aePpEsIT6LzGuNDjS5U0Ag,D's Place,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,4.3,1.2999999999999998,5,3,null,2025-02-24
agzEfydzvZWlbzpcMxLPBg,Starbucks,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",12,3.25,2.25,1,1,null,2025-02-24
ajeJQlYpzALo8WTe9gdxCQ,Cracker Barrel Old Country Store,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",14,2.5714285714285716,1.2857142857142858,7,1.2857142857142858,null,2025-02-24
b5EFmhN5S4DDlpxkku8VBw,Mr Ed's Oyster Bar - Metairie,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",18,4,1,14,3,null,2025-02-24
b6LAC6kEj3F7SgDzlVuCpg,Crowne Plaza Philadelphia-Cherry Hill,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",11,3.1818181818181817,1.0389610389610389,14,2.142857142857143,null,2025-02-24
bAj2N3USGLQpNCjecCfdyg,George Dermatology,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",11,3.5454545454545454,2.5454545454545454,1,1,null,2025-02-24
bIQSx2fiHMq0IgmUo4C8QQ,Larry's Steaks,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",11,3,1.5,2,1.5,null,2025-02-24
bU_L5VNDyj65eBPmHfS1nA,Mano’s Italian Grill,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",42,4.595238095238095,1.345238095238095,4,3.25,null,2025-02-24
bb5wot9pJNxg-4kg2DgTgg,Park Square Social,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",18,4.5,1,18,3.5,null,2025-02-24
bm-Hrhg0smyGTsSNi-5ngw,Tropical Smoothie Cafe,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",10,2.8,1.2999999999999998,10,1.5,null,2025-02-24
buPs3iWmdUBzJ8RTsR9hJA,Faceless Samurai,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",11,4.818181818181818,1.8181818181818183,8,3,null,2025-02-24
bzuf6120iZb52cP6ySyREQ,Eco Friendly Cleaners,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",12,4.666666666666667,2.5000000000000004,6,2.1666666666666665,null,2025-02-24
c77Ay_H30p8q0OEsZjMfOw,Benchmark Sports Pub & Eatery,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",31,2.6451612903225805,1.6451612903225805,3,1,null,2025-02-24
cEdeefPXaqdofYinWRvCcg,JG Real Estate,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",10,4.9,1.5666666666666669,6,3.3333333333333335,null,2025-02-24
cJyQrgGznIyz8yvyeuaRyg,Bao & Noodle,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",30,4.1,1.7666666666666662,15,2.3333333333333335,null,2025-02-24
cKyuuZcGTAw4IXEHZiYarg,Buffalo Wild Wings,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,3.5,1.2142857142857144,14,2.2857142857142856,null,2025-02-24
cLrVnULmt235Eu0pSU_Qeg,Weber Chevrolet Creve Coeur,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",11,3.3636363636363638,1.1969696969696972,6,2.1666666666666665,null,2025-02-24
cTAJ9PrmTvJ6mvf8Uj3hYQ,Mama Bear's,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",12,3.75,2.083333333333333,3,1.6666666666666667,null,2025-02-24
ceOLiBDHKrc4flMXoGnfqQ,Bacco Italian Restaurant,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",22,3.8636363636363638,1.2272727272727275,22,2.6363636363636362,null,2025-02-24
cml-Rgal21NkTbQUPJ4TIQ,TGI Fridays,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",15,3.466666666666667,1.4666666666666668,15,2,null,2025-02-24
cp2ZSHXibAxCHvJoPPyLag,Schiro's Cafe,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",17,4.352941176470588,1.3529411764705879,10,3,null,2025-02-24
cqIYskWPVQ0rz1XSG0ohxg,City Food Tours,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",10,4.9,2.9000000000000004,4,2,null,2025-02-24
cs5UpRQclzIbg3N7uxIwAA,Nashville Tail Blazers,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,5,1,4,4,null,2025-02-24
cw1Zl4UCDt6gQyMayRLV6Q,Trailhead Brewing,YoY,2010-01-01,2009-01-01,"[""Rising Star 2009-2010""]",22,3.3636363636363638,1.1636363636363636,5,2.2,null,2025-02-24
czJM3pm_cAbz8Ohr7vGtJQ,Dave & Buster's,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",24,2.6666666666666665,1.3333333333333333,3,1.3333333333333333,null,2025-02-24
d4j4yUkJJojEVyqqOfGObw,Blue Dot Donuts,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",13,4.538461538461538,1.2384615384615385,10,3.3,null,2025-02-24
d6iWwThAvbC87dp7n-RUMw,The Arlington Apartment Homes by Trinity Property Consultants,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",11,2.5454545454545454,1.5454545454545454,5,1,null,2025-02-24
dAZASdppYH5DQvXLlzGiow,Society Table,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",12,3.3333333333333335,1.3333333333333335,8,2,null,2025-02-24
dPxYrHqZOw_n_Ff7uEdS0Q,Chrysler Dodge Jeep Ram Fiat of Santa Barbara,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",14,3.0714285714285716,1.189075630252101,17,1.8823529411764706,null,2025-02-24
dbUSqTB-p1mBeshyAK4kMg,Red Rooster Cafe,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",11,4.181818181818182,1.1818181818181817,13,3,null,2025-02-24
dbq41utVCmiu4Z-s8GhHgg,Titos Italian,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",32,3.40625,1.0426136363636362,11,2.3636363636363638,null,2025-02-24
dclL14pr7OojCOKJ_ZbMbQ,Angelo Brocato,YoY,2008-01-01,2007-01-01,"[""Rising Star 2007-2008""]",10,5,1.5,4,3.5,null,2025-02-24
doRudqvzA41Rgz21IifS7g,Alfred Angelo Bridal,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",11,3.3636363636363638,1.1283422459893049,17,2.235294117647059,null,2025-02-24
drrx9_VlTo9so8FPV4hMdA,Royal Sun Restaurant & Bar,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",13,4.769230769230769,1.1025641025641026,15,3.6666666666666665,null,2025-02-24
dvwm1QCryoaj6pyhkLiRQw,Chi,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",38,4.342105263157895,1.4254385964912282,24,2.9166666666666665,null,2025-02-24
dyVKL3qKsz_XDxtjpbNcgQ,El Charro Cafe,YoY,2010-01-01,2009-01-01,"[""Rising Star 2009-2010""]",14,3.0714285714285716,2.0714285714285716,1,1,null,2025-02-24
e-4XTNeu31kowN1HRbJ_Gw,Sushi Nami,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",12,4.583333333333333,1.208333333333333,24,3.375,null,2025-02-24
eDtbQ3lwbFopnS7kYt7mzg,Chomp,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",11,4,1.1,20,2.9,null,2025-02-24
eJYvM2Zy5BloOYGldWmAVw,Chateau Cafe,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,4.1,1.7249999999999996,8,2.375,null,2025-02-24
eNDmwbkedbpxq5taws9AqA,Innisbrook Resort,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",13,2.923076923076923,1.5897435897435896,6,1.3333333333333333,null,2025-02-24
eShigU7-QNh0iyLA41D_-w,The Flying Cupcake Bakery,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",12,4.75,1.4500000000000002,10,3.3,null,2025-02-24
eWOFiCILPoctkbHv8DqzGw,JAS Productions,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",10,4.7,3.7,1,1,null,2025-02-24
elhPnsVGXXux0F5UdnFumw,Lucky Star Nails & Spa,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",34,3.323529411764706,1.0835294117647059,25,2.24,null,2025-02-24
eqWYd-1z04eTw8smFKBUOQ,Team Collision Center of Langhorne,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",14,3.2142857142857144,1.2142857142857144,4,2,null,2025-02-24
f3Q1XjKQ-myorhr8JrXQMw,Papa Murphy's,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,3.272727272727273,1.272727272727273,8,2,null,2025-02-24
fD97Cz56LydAIdtnnj9DEg,Panera Bread,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",11,3.6363636363636362,1.3863636363636362,8,2.25,null,2025-02-24
fFOGoPRs8PXejEN6iEpY7w,Belledonne Spa,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",11,3.3636363636363638,2.090909090909091,11,1.2727272727272727,null,2025-02-24
fIxzyxcJZ2-04TZ68DkXtA,Sushi House,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",10,3.5,1.2333333333333334,15,2.2666666666666666,null,2025-02-24
fR6WUIlq9RvC_gTC72gg8g,The District on 5th,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",12,2.5833333333333335,1.5833333333333335,4,1,null,2025-02-24
fU05rrHw5TpBvmie20YVkA,El Tarascó,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",17,4.235294117647059,1.5210084033613445,7,2.7142857142857144,null,2025-02-24
fbHvGCFs_tGwKdv20-p_wA,Chipotle Mexican Grill,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",14,4.428571428571429,1.9285714285714288,2,2.5,null,2025-02-24
fix5sbGFzHUVDXpzhHctIA,Super Tortas,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",11,4.909090909090909,1.4090909090909092,2,3.5,null,2025-02-24
fukyipAsR4LKSQz_uKV3nw,Davidson County Driver Services Center,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",16,2.75,1.3214285714285714,7,1.4285714285714286,null,2025-02-24
g00obumKuWsOXTMwUY7aAg,Uno Pizzeria & Grill,YoY,2021-01-01,2020-01-01,"[""Rising Star 2020-2021""]",10,4.2,1.5,10,2.7,null,2025-02-24
g0EwPIeS-HFqMRufzc8ifA,National Car Rental,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",19,4.2631578947368425,1.3131578947368423,20,2.95,null,2025-02-24
gKThxS9CbVNM-58GbkRS4w,Roots,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",11,4.818181818181818,1.27972027972028,26,3.5384615384615383,null,2025-02-24
gUEOfYDCIU1ock1sqPX-PQ,Slice of the Peak,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",12,3.75,1,8,2.75,null,2025-02-24
geMJbmX310M5VYe2f7au8Q,Inside the Box,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",15,3.933333333333333,1.9333333333333331,1,2,null,2025-02-24
gfDxVYHURTzQj2ex9nJCNQ,Village Cinema,YoY,2014-01-01,2013-01-01,"[""Rising Star 2013-2014""]",26,3.9615384615384617,1.3615384615384616,20,2.6,null,2025-02-24
gk3hzKydevLKZ2FVmJdt-A,Nora Lee's,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",31,4.129032258064516,1.0814132104454686,21,3.0476190476190474,null,2025-02-24
gwGLBmNTfIlaTnwFtddbkQ,My Favorite Muffin,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",21,4.285714285714286,1.1318681318681318,13,3.1538461538461537,null,2025-02-24
hM611cPF2RlyqDHq7NACog,Royal Palace Thai,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",13,4.384615384615385,1.7179487179487185,21,2.6666666666666665,null,2025-02-24
h_n6WExuyzPM5l8qOsrLOg,BMW of Tucson,YoY,2013-01-01,2012-01-01,"[""Rising Star 2012-2013""]",14,4.571428571428571,1.1714285714285713,5,3.4,null,2025-02-24
hc_z4E_sGF3LMvymm8LF8w,Carmel Motors,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",12,3.6666666666666665,1.6666666666666665,6,2,null,2025-02-24
hgL3LzgZU-hrrz4mTHMVMA,Shoot Straight,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",15,3.8,1.4153846153846152,13,2.3846153846153846,null,2025-02-24
hwK5v_44MC9YDx2Yr9PTdQ,Bubba Gump Shrimp,YoY,2010-01-01,2009-01-01,"[""Rising Star 2009-2010""]",10,3.6,1.6,1,2,null,2025-02-24
i1A9_CvPb0SZ_5nTddCEgA,A Cut Above Deli,YoY,2011-01-01,2010-01-01,"[""Rising Star 2010-2011""]",10,4.3,1.0999999999999996,5,3.2,null,2025-02-24
iP5pLqJzTUz6ZkVtXzYjHA,"Ruby & Rochon, DDS",YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",12,5,1.3333333333333335,3,3.6666666666666665,null,2025-02-24
iSRi-jopW2N2W08D4TdqLA,Posh Nail & Spa,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",10,4.3,1.5,5,2.8,null,2025-02-24
iTVqzGrt98xR1c5a2pgxfQ,Educated Car Wash,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",26,3.1923076923076925,1.156593406593407,28,2.0357142857142856,null,2025-02-24
iUBWpw-YOjBf-f3IdsApRQ,Larry H. Miller Subaru Boise,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,3.272727272727273,1.272727272727273,8,2,null,2025-02-24
isvL0ni23esix-j94Gw5wQ,The Stuffed Crab,YoY,2016-01-01,2015-01-01,"[""Rising Star 2015-2016""]",12,4.583333333333333,1.583333333333333,2,3,null,2025-02-24
j4ugd2HItIp2Zdv93CMRbQ,Candy Kitchen,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",10,3.8,1.2999999999999998,4,2.5,null,2025-02-24
jE8o7lX3NMmcG0iMlqoo7A,Candlewyck Beef & Ale,YoY,2012-01-01,2011-01-01,"[""Rising Star 2011-2012""]",13,3.076923076923077,1.076923076923077,1,2,null,2025-02-24
jGgUfiMg0_a6ehbz_ucDkQ,Viet Thai Cuisine,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",15,4.333333333333333,1.0574712643678157,29,3.2758620689655173,null,2025-02-24
jQNmnjrNd1tJXOg9bfB5hA,St Charles Tavern,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",30,4.233333333333333,1.4,18,2.8333333333333335,null,2025-02-24
jUnUYvkzbqSC3pgTwxlb3A,Frank's Pizza,YoY,2017-01-01,2016-01-01,"[""Rising Star 2016-2017""]",11,3.6363636363636362,1.6363636363636362,2,2,null,2025-02-24
jUrd3WUppgUnlD-nlr9Gew,Taco Bell,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",13,2.3846153846153846,1.3846153846153846,9,1,null,2025-02-24
jY7_9hXB6lA197qJmOuQPw,Pep Boys,YoY,2015-01-01,2014-01-01,"[""Rising Star 2014-2015""]",10,3.2,1.0333333333333337,6,2.1666666666666665,null,2025-02-24
jbDa3HdU-9u0_U_GvKrlMA,EcoLawn,YoY,2018-01-01,2017-01-01,"[""Rising Star 2017-2018""]",10,5,1.3333333333333335,3,3.6666666666666665,null,2025-02-24
jcnKA1gG7Tek_UT2zWBI6w,Chick-fil-A,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",15,4,1.1428571428571428,7,2.857142857142857,null,2025-02-24
jp8K7RPJc3IwwkDYgfAZ5Q,Crooked Tree Coffeehouse,YoY,2020-01-01,2019-01-01,"[""Rising Star 2019-2020""]",11,4.818181818181818,1.4431818181818183,16,3.375,null,2025-02-24
k3sED9tpGEOtzhGxvcxTrw,Izzo's Illegal Burrito,YoY,2010-01-01,2009-01-01,"[""Rising Star 2009-2010""]",13,3.769230769230769,1.0192307692307692,4,2.75,null,2025-02-24
k3uioll2as8C6W-0EWpurA,Brazilian Wax and Spa by Claudia,YoY,2019-01-01,2018-01-01,"[""Rising Star 2018-2019""]",18,3.8333333333333335,1.7424242424242427,11,2.090909090909091,null,2025-02-24
