user_id,name,yelping_since,review_count,average_stars,fans,cool,funny,useful,elite,effective_date,expiry_date,current_flag
T8Yf26x_oOv2MAI9xtAjGQ,Leslie,2009-12-18,188,4.36,6,108,42,169,,2025-02-24,null,null
C7d80zl-Dp0juu3mwBoiPA,Jim,2011-02-14,6,4.67,0,4,1,15,,2025-02-24,null,null
U0xGfiR67p5fgV_7bPrBtg,Amanda,2011-01-10,6,4.14,1,1,1,4,,2025-02-24,null,null
zqRLaEMjQwSyg3MXtyidPA,Stephanie,2009-09-06,201,3.96,11,122,136,313,"2009,2010,2011,2012",2025-02-24,null,null
xP9-tpvS1wPNJ23cIZGmdw,Julia,2008-03-14,741,3.82,38,373,291,855,2017,2025-02-24,null,null
e8ctA42_X95wLlrf09YZQg,Amy,2010-01-17,710,3.66,83,917,1028,2070,"2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
O7wltKNEpFCZuBRdAoqEbw,Becca,2008-11-18,31,3.94,3,35,21,72,,2025-02-24,null,null
0CnXs0vTzZ6CAU60SPeN-w,Jim,2008-09-24,43,4.6,1,33,6,61,,2025-02-24,null,null
UJcXryv3GnXik-dauejBdQ,John,2006-09-02,859,3.89,76,1550,422,2442,"2006,2007,2008,2009,2010,2011,2012",2025-02-24,null,null
sjWvk3DZapZ-9ULAFtDmYw,Fred,2008-05-27,419,3.41,24,512,588,1049,2008,2025-02-24,null,null
kaHmTcEoVS3oQvfJfDe8kg,Collin,2011-04-07,198,4.13,59,303,250,634,2011,2025-02-24,null,null
Hcr4-587KLy0TzaoZgSIeQ,B,2007-03-31,360,3.68,11,102,84,342,,2025-02-24,null,null
73kIryVqqekf3-mlBd4ocQ,Hilary,2010-12-23,160,3.8,25,229,97,431,"2011,2013,2014,2015,2016,2017,2018",2025-02-24,null,null
DeDvAzbCIPaXQlor2LctVA,Amy,2008-07-02,308,3.84,51,258,242,635,"2011,2012,2013,2014",2025-02-24,null,null
w1tI3Oh7GB-fUYzECYrnlQ,Monelle,2008-01-31,316,3.78,55,524,648,968,"2011,2012,2013,2014,2015",2025-02-24,null,null
ujd6Jn1tYvsVlutQ_Kn4Ig,James,2008-03-06,119,3.46,9,187,74,234,2009,2025-02-24,null,null
SSD26yoDiBSSITalN3In7g,Sandy,2010-04-26,97,3.25,9,132,123,241,,2025-02-24,null,null
kKTcYPz47sCDH1_ylnE4ZQ,Pegah,2010-09-26,2595,4.04,231,3725,3488,6142,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
6iBJgo4rQaMwOIX_MIh6cQ,Jonathan,2010-04-28,89,3.74,1,13,13,33,"2010,2011",2025-02-24,null,null
4Uh27DgGzsp6PqrH913giQ,Goldie,2009-09-29,50,4.27,2,77,106,146,"2011,2012",2025-02-24,null,null
upQwDazroow3rjNMW4PZww,texas,2011-01-03,193,3.74,6,134,196,313,,2025-02-24,null,null
M5CDadStKmQxLJPTBGBf0Q,Marissa,2011-08-18,488,4.01,47,722,496,895,"2017,2018,2019,20,20,2021",2025-02-24,null,null
fPh0BfXc9QtlUD11OzcYng,Alan,2011-12-03,2,5,0,0,0,0,,2025-02-24,null,null
vzc-HLuAG2Hs6CHV0lbUuw,Brandy,2011-07-27,3,3.67,0,2,1,5,,2025-02-24,null,null
GsxMieTzgHE7BCk_Lm5OCA,Danesh,2009-08-05,384,3.95,41,868,504,1363,"2010,2011,2012,2013,2014,2015,2017,2018,2019,20,20,2021",2025-02-24,null,null
NOKGADhE0dtzEbpbIhGowA,Lucy,2008-07-17,1004,3.46,95,674,702,2218,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
UY-PIbm4jcnCHcFhjpaqTQ,Angela,2010-03-16,663,4.01,61,491,205,1052,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",2025-02-24,null,null
oi9hzJPnsf1BPdCn2wIClA,Carmella,2006-11-12,328,3.66,20,229,244,662,"2007,2008",2025-02-24,null,null
M5yMLMPNhCgB6EzqN8Q5EA,Avon,2007-09-22,190,3.85,16,265,144,372,"2008,2009,2010",2025-02-24,null,null
BAo6ZQsIk9tpHn_Qi260DQ,Jaci,2009-04-23,969,3.75,67,2179,1244,3112,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
qLdaHR8V5Fcodr2ioytSjg,Terry,2010-07-18,824,4.04,26,352,260,1400,"2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
CFMcyNq9RonBYI8FF7NmRA,Chris,2011-10-02,91,2.98,7,6,35,75,,2025-02-24,null,null
FKgF0La2egQdGl8vzmC5Pg,Paul,2008-03-15,373,3.68,17,143,187,497,"2008,2009,2010",2025-02-24,null,null
VVjRQEs8C7OJGn3PtdTIFA,Eddie,2009-11-24,99,3.54,3,28,15,92,,2025-02-24,null,null
ET3TgSSQ3shm2mj5vZ8IVQ,Sara,2007-12-26,297,4.06,33,941,370,1189,"2008,2009,2010,2011,2012,2013",2025-02-24,null,null
yBSBXzYJR7z4OmgjSVrpGg,Debbie,2008-01-15,497,3.73,99,833,716,1285,"2008,2009,2010,2011",2025-02-24,null,null
35mXkhi8kwCovEaPLpEwQQ,Megan,2008-11-09,547,3.71,46,822,168,2433,,2025-02-24,null,null
OLOCVi0PqJUdpUuIj4i70g,Nick,2008-01-05,178,3.73,11,140,188,230,"2009,2010",2025-02-24,null,null
NpZz1vxjm2mpQiQL6JJG_A,Semra,2009-10-26,592,4.1,89,1075,880,1572,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
nOr3_aq60yivqgcso_iDMw,Rodney,2009-04-12,1003,3.89,60,1119,833,2026,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
_WSEZA4e9KyxF1UBkf7HOw,Ryan,2009-03-05,472,3.96,34,723,221,1030,"2011,2012",2025-02-24,null,null
Wxd-EKF2Z4RHZUmwQ6Eeew,A,2008-02-15,1405,3.56,129,2154,1870,4294,"2009,2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
RT8Y7PxPzC7DuAjAquNjng,Arissa,2006-04-24,468,4.18,171,1454,734,1361,"2007,2008,2009,2010,2011,2015",2025-02-24,null,null
sk32M9pVN7r1Cpyf74dZmg,Allen,2006-07-12,179,3.71,12,48,41,108,2011,2025-02-24,null,null
EbbOIQ5oAamS9D_B_7cC7w,Ryan,2008-11-26,1318,4.21,111,1720,1331,3104,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
LX0yWiLXHBOfvCmUogmK-g,Calvin,2010-05-11,33,4.06,1,11,15,30,,2025-02-24,null,null
h0Jn9rkacf3tGw5BeZMHWA,Ramona,2009-03-24,185,3.49,16,342,276,784,"2011,2012",2025-02-24,null,null
owQqWfiEnsHGJIcrzDJ_Xw,Leah,2009-01-15,115,3.63,4,58,86,306,,2025-02-24,null,null
2lFni8ituUYceQJPxlUy_w,Phil,2008-07-30,65,3.54,13,119,375,197,2012,2025-02-24,null,null
FiFC3I3B4RZKbbQS4v45wg,Tracey,2008-01-03,46,4.07,1,8,3,35,,2025-02-24,null,null
7gjeD8gmi0U8kp5ePFtfeg,Jake,2008-04-18,17,3.28,0,9,16,30,,2025-02-24,null,null
6BrwoM6sms7g3rhDFXzyUQ,Christina,2008-08-03,41,4.21,5,76,57,113,,2025-02-24,null,null
wQ6WMqtuw2gOsl_ikM9HkA,Jason,2010-03-18,13,2.92,0,2,3,15,,2025-02-24,null,null
rUBnN7WLvr31B9OJx9o7Qg,Sarah,2009-09-04,14,4.07,2,12,6,45,,2025-02-24,null,null
iZpzJ9k4dDgBjuC27MbjvQ,Lindsay,2011-01-05,344,4.13,27,1034,713,1638,"2011,2012,2013,2014,2015",2025-02-24,null,null
trest4DivbRk2sgOe3akGQ,Cassie,2010-07-10,3,3,0,0,0,3,,2025-02-24,null,null
xnt4VgRYCyt1YI522IrpcA,Allison,2011-09-23,5,5,0,0,0,3,,2025-02-24,null,null
JR21JoKCbloLGz9YR5bEMg,Tyrus,2006-10-30,57,3.32,4,15,17,61,,2025-02-24,null,null
qi5dnSkHL4hzNQtxVx7Nuw,Grace,2006-11-10,601,4.27,32,347,122,537,"2007,2008,2009,2010,2011,2012",2025-02-24,null,null
yYdYf7QUUj1V-Six0sOlHw,Jessica,2011-03-31,39,4.1,0,23,4,83,,2025-02-24,null,null
8qIr1_37nsW9QmMNy0sxQA,Carl,2010-01-27,100,4.08,3,48,20,121,"2016,2017",2025-02-24,null,null
dmnXU26mYppPSu25iQFNFg,Shelby,2010-06-25,9,3.82,0,0,1,2,,2025-02-24,null,null
gReqm4q-A-vfsAgicBsbtA,Wesley,2008-05-09,923,3.54,63,1219,866,1909,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
yZJenIt_TgGw6HRUrj-oaQ,Roland,2009-04-20,165,3.03,2,22,53,212,,2025-02-24,null,null
_txhy3UvyGffFh8FLO2_qw,Kristin,2007-01-02,544,3.79,87,1437,813,1814,"2007,2008,2009,2010",2025-02-24,null,null
5Q-h84ABxilY3J_au_J9Wg,Rachel,2011-08-08,76,3.89,5,45,11,99,,2025-02-24,null,null
Z7PaVxobw44iejw3hR0UoQ,Yan,2007-11-07,487,3.53,43,1028,1230,1440,"2008,2009,2010",2025-02-24,null,null
DeqKbAFwcyeC5pvR-SereQ,Barry,2009-02-19,277,3.19,22,253,406,563,"2014,2015,2016,2018,2019,20,20,2021",2025-02-24,null,null
A6hvYV_VP5Kn95rW0pvEgw,Dominique,2010-06-11,245,4.2,18,110,78,331,"2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
H32QTRV87Q6CGTVUm1Z4QA,Shannon,2008-03-09,1853,3.69,103,1507,959,3694,"2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
WfsqyC-sGSAIzEMs3meYUg,Sophia,2011-01-30,105,3.75,1,14,7,27,,2025-02-24,null,null
ipJYYjiHDySDQjGVXFJsdg,Minnie,2008-07-04,190,3.72,8,285,288,511,"2008,2009,2010,2011,2012",2025-02-24,null,null
47lNWkNfkIjziARuGOvpiw,rebecca,2009-05-26,23,4.3,0,4,1,11,,2025-02-24,null,null
EIt66bYmFr_2kbs5qsL-0Q,Bee,2008-06-30,588,3.6,59,597,900,1394,"2008,2009,2010,2011,2012,2013,2014",2025-02-24,null,null
sjXDLpvcrMldagWJJDlBTQ,Monica,2007-03-06,239,3.83,15,174,145,296,"2010,2011,2012",2025-02-24,null,null
jURjUcktlJ5vzjkVeE77xA,Maor,2011-06-03,15,4.67,0,1,1,13,,2025-02-24,null,null
7tjW1rcBuaRfHdtJB4-sNQ,Rebecca,2010-08-04,145,3.24,10,70,105,210,"2012,2013,2014,2015,2016",2025-02-24,null,null
Bf59-hTeD_v1GnPNU8JBzw,Brittany,2009-07-25,292,3.61,12,194,212,613,"2011,2012,2013,2014,2015",2025-02-24,null,null
jvsGDW-0yNGgMzXTtQEG5g,David,2010-06-29,31,4.18,4,17,5,48,,2025-02-24,null,null
2uaD3oqEwLdPdlfPJNG0gw,Tasha,2008-02-01,187,3.92,7,68,62,195,"2011,2012",2025-02-24,null,null
WemGCV_W1l2rZM94Q44daA,Danny,2011-02-04,15,3.44,4,3,11,24,,2025-02-24,null,null
o2BBiWCPHPWKwTikViAqRQ,Joscelyne,2010-10-20,145,3.9,3,30,14,110,"20,20,2021",2025-02-24,null,null
0wpzTHitiT-wHoxqXLRTvQ,Nana,2007-11-07,206,3.89,6,68,51,140,,2025-02-24,null,null
89yr7wNIk8TE03yKfTRLuQ,Lindley,2006-10-08,850,3.64,117,2102,1874,3242,"2006,2007,2008,2009,2010",2025-02-24,null,null
F_5_UNX-wrAFCXuAkBZRDw,Rodney,2008-11-17,1237,4.09,659,12545,8604,14691,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",2025-02-24,null,null
U7AVOtRgM3SYjoe8XOsSnw,Jill,2008-08-09,317,3.92,17,187,119,440,"2009,2010,2011",2025-02-24,null,null
2orGLHUP7_R-toDvEffndw,Laura,2007-10-08,246,3.83,30,377,235,580,"2008,2009,2010,2011",2025-02-24,null,null
0qQI-n_ZfrwBewAgr1Nt8g,Jenny,2008-05-23,1320,3.75,146,4690,4175,6080,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
s36QA01OeoqH9tyOY4rqrw,Christine,2009-05-01,32,3.72,0,7,2,18,,2025-02-24,null,null
oPFh6vVMoEc5-6XEEGobeA,Gwendolyn,2009-02-26,91,4.37,7,61,29,192,"2010,2011",2025-02-24,null,null
h-NFrVwhhCvxdle_3pBwiQ,Donna,2006-08-28,67,3.8,4,83,71,152,,2025-02-24,null,null
JLfp1PxNPI_8sGukOFfnhw,Amy,2011-06-05,37,3.45,2,7,17,55,2012,2025-02-24,null,null
yZ4a4YFJfQstfkXAsRbjRw,Dimitri,2009-07-19,251,4.31,11,86,35,167,"2013,2014,2021",2025-02-24,null,null
lgL0oB2EdYX76wINjVO8Xw,Katy,2011-06-01,15,3.31,3,3,6,19,,2025-02-24,null,null
X4K7WxD4gKlqqHzRbOymkg,Vanessa,2010-03-03,27,4.89,4,9,4,21,,2025-02-24,null,null
OhFEevRThMfm1MHzi7TfFg,Paul,2009-02-08,347,3.68,16,649,450,860,,2025-02-24,null,null
THE2FJCXhH4F9DRUzWUbUA,Regina,2007-02-25,221,3.69,31,516,313,630,"2007,2008,2009",2025-02-24,null,null
hzG38Oz9j7Ix_pns3Y1idQ,Chris,2010-07-08,28,3.48,2,9,9,26,,2025-02-24,null,null
fQcfRZkcOO-MXFYD5umf2w,Alan,2008-03-04,1649,3.38,90,1067,769,2241,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
vcwXkjGaQc9FJOm8mFfFow,Sonj,2008-08-01,1095,3.74,118,1784,1974,3638,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
L7zPC6FjX72ITZaw_4D_ow,Krissy,2010-03-12,844,4.14,67,1218,676,1605,"2010,2011,2012,2013,2014",2025-02-24,null,null
yvgE0bKa3ikEnXiN3MLJDw,Meredith,2008-01-20,271,3.8,22,232,172,727,"2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
6FfMX10PhzLB5hQWiMlsPQ,Jessica,2009-11-10,66,3.75,1,27,22,112,,2025-02-24,null,null
OriZprtD3fn9PPHIdQq6Zw,Dayna,2011-04-26,568,4.04,18,195,154,502,"2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
sIz02nAyQIrDtFavxZtfTQ,Robin,2007-08-05,727,3.8,583,14154,12943,14419,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
gGuAM6Cw1VXJGLssm24ehA,Tiff,2009-03-04,824,3.27,99,760,594,2015,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
nL6FP8Vu5MY5GXpg-dshqw,Jonathan,2007-07-30,624,3.82,41,835,848,1602,"2009,2010,2012,2013,2014,2015,2016",2025-02-24,null,null
Sp-S4y8rx1xIX3d5VOK0bQ,Christy,2007-05-15,740,3.79,71,1791,1560,2235,"2007,2008,2009,2010,2011,2012,2013,2014",2025-02-24,null,null
24uDtsT2ItNHjQG9s5jh5g,Elizabeth,2009-01-14,98,4.05,8,89,46,168,2011,2025-02-24,null,null
Lt7xkwztaNvqj4gN2QawgQ,Amanda,2010-05-05,107,3.57,6,18,20,134,"2010,2011,2012",2025-02-24,null,null
gW-UD-NJ03CKXfqJ_E3wRQ,Erica,2010-04-10,63,3.99,11,193,276,375,"2011,2012,2013",2025-02-24,null,null
Bi-UaRN-xRmEGYu-3k0jqA,Peter,2009-03-20,308,3.55,11,172,270,547,"2010,2011,2012",2025-02-24,null,null
9G6hBwQZNAq9qZpJVhf0aA,Glam,2009-12-11,24,3.38,0,3,2,36,,2025-02-24,null,null
Q9gwY8ahU8kgxhMlq0Xt0g,Daniella,2009-08-20,83,3.75,2,41,37,132,,2025-02-24,null,null
N0OQ1tw65w5fqXbhb4OVKQ,Katharine,2008-05-29,514,3.46,14,121,153,555,"2009,2010,2011,2014,2015,2016,2017,2018",2025-02-24,null,null
6ubS10S2wua-5ZTU4R5f3A,Kris,2009-09-12,62,4.27,0,27,19,60,,2025-02-24,null,null
sVEBxKJ53qbzyyoK6edXpQ,Marissa,2008-02-17,97,3.58,12,205,218,291,2008,2025-02-24,null,null
kH67njLagVovlIwNmlCpPA,Michael,2008-08-29,26,3.96,1,17,10,45,,2025-02-24,null,null
AK_jwiwOcW4YU-dlh-uciQ,Kent,2011-11-14,1758,4.34,147,3327,1896,5235,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
m3qH3d97shbvSCtmUrpDFA,Melanie,2006-09-27,876,3.81,98,1952,1687,3149,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
2xW8iYrxFGNUeEXjnipHbA,Norwin,2008-03-13,107,3.86,2,30,13,78,,2025-02-24,null,null
sEYZ0MIv60HsCMaqCTKb1w,Brett,2010-07-17,3,3.33,0,1,0,2,,2025-02-24,null,null
8Zocr6jVED5JQEBvqwEBZw,Pasquale,2008-02-18,1797,3.41,162,5779,3418,8409,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
JnGtgOPpkjyWOvWM0SYEXg,Hen,2006-03-29,3614,3.37,498,17330,11998,20463,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
upKCYdxGuw2oUtbUQuQRCg,Kayo,2010-07-27,434,3.91,43,301,230,690,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
46t0PI-i3pOFgLHVGWBIUA,Kaye,2007-10-01,185,4.12,57,490,473,645,,2025-02-24,null,null
hzmTQMkTGTUQ-aRdKAcUzA,Andre,2008-11-18,1909,4.05,184,5583,4283,7674,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
-VOylYXNq7sG6As966yTxA,Paul,2008-07-21,1478,3.47,259,9535,6403,12467,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
KUDH6MpyL7XqxPOj53zdCA,Tim,2008-12-21,14,4.21,3,26,8,32,,2025-02-24,null,null
8GYea6Yw_ALcAVskOV77Ug,Steve,2009-12-23,10,4.8,1,4,0,7,,2025-02-24,null,null
1NRn0aekNADEUIl8XRt1MA,Sara,2007-09-13,233,3.52,17,242,100,558,"2008,2009,2010,2011",2025-02-24,null,null
v3qtPYorr3BkIznj7OYIzg,jennifer,2010-05-16,26,3.15,1,4,8,85,,2025-02-24,null,null
F5k8L6AjFz7BXntRwSjp5Q,Tony,2011-06-24,42,3.27,1,17,29,37,,2025-02-24,null,null
RRzHLIHC1EE2Kte0ilDs1g,Rob,2010-11-15,25,4.35,1,3,2,14,,2025-02-24,null,null
xxL-DwwdT5VGvss9mCzOGg,Adam,2012-06-03,1888,3.82,307,6339,4187,9232,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
dRXZJUus5lyIRPtGHORJpA,Rachel,2007-01-06,138,3.87,2,75,50,275,,2025-02-24,null,null
2yi94aSwgXg9WmYykXJTdg,Steve,2010-09-02,18,4.06,0,3,8,24,,2025-02-24,null,null
jZ1ziwykb5EEla5y4D5Ozg,Maher,2010-08-21,143,3.84,6,80,71,244,"2011,2012",2025-02-24,null,null
eTFBdfxpT3wddNpifXo1lA,Kathryn,2012-04-27,14,4.21,0,9,4,20,,2025-02-24,null,null
y3Wtx1pOvTiqsJRkjceXiw,Catherine,2008-12-15,371,3.39,89,1216,778,2130,"2009,2010,2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
BwWsnWxkXgXlXPGTAEduEg,Dong,2006-06-28,374,3.73,4,232,196,408,2011,2025-02-24,null,null
o5STsEtfvD1Ig0J7Z-1uxA,Alex,2009-06-15,2469,4.17,1532,32200,19427,40034,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
V6K9Rf07Z_m-gM3lWun-5w,Thaddeus,2010-12-22,15,3.67,0,2,2,6,,2025-02-24,null,null
IBZMvu2dTKy-j23qCJgVWQ,Sue Ellen,2008-12-14,520,3.57,60,1835,1754,3034,,2025-02-24,null,null
C_2dM3tyZpnpFenfliKlyw,Dan,2007-01-22,60,3.53,4,11,18,69,,2025-02-24,null,null
oUK6Xs5dPPnP4whFeZExGg,Wendy,2010-07-15,834,3.92,196,1514,1101,2791,"2010,2011,2012",2025-02-24,null,null
46NvT3ug6U8jxDdSA7j5oA,Jon,2010-03-18,4,4.5,0,0,0,1,,2025-02-24,null,null
rcl4Uw8XKVJmJM_dgwdeoQ,Eric,2011-02-20,8,2.9,2,3,4,28,,2025-02-24,null,null
s1PWTQUJJHpAUnBuPuUAhw,Emily,2007-07-24,25,4.46,2,22,18,68,,2025-02-24,null,null
HwL0cUMC7-qghiAKBzMpXg,Amy,2011-02-21,332,4.02,26,241,177,637,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
fTKDQc2EwNSbiT0Ly5XfGw,Eric,2008-11-03,117,3.35,0,105,321,204,,2025-02-24,null,null
eWZcKVmwBIxMjLNRAOuxlg,Tiffany,2007-01-13,118,3.64,26,348,306,474,"2007,2008",2025-02-24,null,null
37cduGYdxXwwRbNE5cQONQ,Mary,2011-05-23,199,3.47,3,36,13,104,"2018,2019,20,20,2021",2025-02-24,null,null
c7SEQkW3F5B-wvYpT0CIhA,Josh,2007-11-02,113,3.92,2,36,47,194,,2025-02-24,null,null
sgUdpOyxO-YAu6e81nn5yA,May,2012-05-26,145,3.99,18,126,101,271,"2012,2013,2014,2015,2016",2025-02-24,null,null
cJCiN7dtlGLW2-zApamFQA,Tricia,2009-05-10,231,3.74,12,116,96,377,"2010,2011,2012,2013,2014",2025-02-24,null,null
l20mNfJywDvdpafWgnatcA,Tyler,2008-12-01,150,3.56,5,82,83,358,,2025-02-24,null,null
a7Gve8KjkWC_1vPIEtOAKw,Mark,2007-12-30,455,3.69,73,689,488,1334,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",2025-02-24,null,null
Z0yHptbS93271s_h6LJOMw,Alice,2008-05-23,1435,3.32,321,9796,9230,11643,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
dRZ0gVGH0EpRKgTu4wpwcQ,Ryan,2008-10-21,347,3.42,117,1406,1336,1778,"2009,2010",2025-02-24,null,null
VIf9HbtAKcKs4llfD3GQPA,Alex,2009-06-14,300,3.7,13,296,152,753,"2010,2011,2012,2013,2014,2015,2016",2025-02-24,null,null
Q6vXZfmVEV9KN3F4XcTA3A,Brenda,2007-02-19,83,3.67,8,68,58,116,2008,2025-02-24,null,null
HUmClClluKP5Ur6X7e306Q,John,2008-03-01,1206,3.68,72,1267,1225,2078,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20",2025-02-24,null,null
QhCfs4lkeWdJx7_lZdfCSA,Norry,2008-11-27,651,3.91,135,1860,858,2761,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
HuoP7ejN-LSwkO1UIgmtaw,Andy,2008-04-20,342,3.86,29,424,290,838,"2010,2011,2012,2013,2014",2025-02-24,null,null
Mho6iEibdgwm9HaX0PAPCA,Matthew,2010-07-13,15,2.06,2,7,9,25,,2025-02-24,null,null
ahnaBpvC29I66u_6JRzQFw,Staci,2009-02-10,54,3.41,1,20,23,68,,2025-02-24,null,null
OtTX3IG06ky3-ZEV4hUahQ,Darshy,2009-10-18,127,3.91,20,239,222,436,"2010,2011,2012,2013",2025-02-24,null,null
fP5-u5yZ683B0Mdd7Zjb6A,Toni,2007-08-24,881,3.48,169,2552,2298,3286,"2007,2008,2009,2010,2011,2012,2013,2014",2025-02-24,null,null
i7zuRDllj1KTqoSHUayV_w,Brynn,2008-04-17,233,3.77,12,436,232,719,"2008,2009,2011",2025-02-24,null,null
8YaRW6wCKTm12Y87vdOp6g,Audra,2009-05-23,877,3.92,153,2031,2104,3784,"2010,2011",2025-02-24,null,null
p4UcEYTLJyh96o1R8wrJaQ,Claudia,2010-07-06,1466,3.86,205,5564,4772,7478,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
my_BtS-Gbg37hnJpn-V6kg,Jean-Pierre,2011-04-21,4,5,0,0,0,1,,2025-02-24,null,null
vnEWQ5N2GLuzfvYaGa-CsQ,Rick,2009-02-13,445,3.63,7,72,46,267,,2025-02-24,null,null
65uUi6-TEmNcmbH-XvlyGQ,Hungry Viki,2011-01-15,52,4.35,3,23,9,71,"2016,2017",2025-02-24,null,null
TZ53SO335VUAeUt14E0eGQ,Ryan,2005-08-22,48,4.45,1,20,9,31,,2025-02-24,null,null
IrdhgTUIRAi-cWJL6LDXJA,Bob,2008-01-23,25,4.35,1,14,9,27,,2025-02-24,null,null
AP7o6yRkjkqOveZxHg9seA,Jamie,2010-01-05,30,4.59,5,8,1,32,,2025-02-24,null,null
P-cKcxQupYgmdUk0DHZrSQ,Anna,2012-07-18,294,3.82,30,127,45,292,"2013,2014,2015,2016,2017,2018,2019",2025-02-24,null,null
UKqHsncvfuWjtaeOZNFv3Q,Duane,2012-01-18,10,4.2,1,9,1,23,,2025-02-24,null,null
rTfJB8zHEsBOreta4ibKfw,c,2009-02-15,28,3.1,1,15,15,37,,2025-02-24,null,null
rTB2UhWGpsLMQo5kCzX39A,Brian,2010-07-01,753,3.41,20,351,317,872,"2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
HdQRa4CZRgNgEkZO6XJeUg,A,2010-10-07,184,4.18,7,66,66,340,,2025-02-24,null,null
KxhblxFFda2qHGv-aHdG4g,Kisha,2009-11-30,462,3.54,38,337,311,957,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2025-02-24,null,null
E2Cqw7b8U4Q-9SJAw2wAOQ,Olivier,2009-01-17,50,3.17,5,20,33,68,,2025-02-24,null,null
As71uCzIDIwkZ8s1p40cmQ,Gracie,2011-01-11,153,3.65,26,127,100,318,"2015,2016,2017",2025-02-24,null,null
cXtE-ZTrNx-hE7usp_f_xg,Marie,2010-05-16,125,3.67,22,319,192,424,"2010,2011",2025-02-24,null,null
mbp_UmBlhCeJXAqxoK6foA,Cathy,2009-03-28,286,3.7,47,378,279,679,2010,2025-02-24,null,null
BDyCY898xb7QexX-XJgrEw,Autumn,2010-01-15,155,3.85,20,232,196,422,"2010,2011,2012",2025-02-24,null,null
IPxJLWpKptzpTWlfjFiuHA,Gordon,2009-03-03,187,3.05,25,204,152,525,,2025-02-24,null,null
BQQm7tybQj_bEYIsPL1cCg,J. Francisco,2009-02-02,219,4.01,20,1200,962,1364,"2011,2012,2013",2025-02-24,null,null
ixKdGvJZznuzqNdRF_HZkQ,Nat,2007-08-29,87,3.42,7,68,77,130,,2025-02-24,null,null
ev_mrEIDJauxugj1r8Z3qg,Steve,2009-08-27,401,3.7,28,331,435,882,"2010,2011",2025-02-24,null,null
Q5R3Pt6H1zLLDSrs_aYF-Q,Andi,2011-06-20,17,4.63,3,3,1,18,,2025-02-24,null,null
duihVwxxVm8iD1NVPwiWCA,Mark DM,2011-03-06,37,3.82,20,79,62,118,,2025-02-24,null,null
