business_id,checkin_date
06Uc3lgLSFO5EtLoFYbUbA,2015-05-16
06V2NF7bitrn07JK3cRtKA,2020-03-02
06XYdDMAxtN3UemftXIFVQ,2010-03-19
06Y1ET8OdrUndhZL9bxw0g,2010-08-14
06ZYW6QE-5dHmZGyNrTiAQ,2012-04-11
06_ObrhBE8qd2puOu-lkiQ,2012-01-22
06bzHvw_QYKaueSOwl7PkQ,2013-03-03
06crGgjjLih4VJrJ7BXJ7w,2010-06-16
06ddjGdyYk580UtBwyfbdw,2016-05-16
06ml6Hu59472RTkiuo0TlQ,2011-12-09
06mrRuzYE3zTcVqDDPvzNQ,2010-06-14
06pNHtxgPhGhZpM0Z2uzNw,2010-01-27
06qC2OC8OqEv34Nnv6VhNQ,2011-11-10
06qxc7WWthtuTBZyJDHwQQ,2010-11-18
06r1RV5YgiMyVopdR3ubYw,2012-10-29
06s46kJWbjIomKy_j-slew,2016-05-15
06w-nCn3voKD69dxGxYn-A,2010-11-17
06yarCUo6OBNAIagXjAp_w,2014-11-08
06z3o3yL4ditpwjINSA39Q,2011-03-12
07-NiYGNKmWnKGh9IDBoYQ,2019-09-20
070-2leD52aO4CmijvTOIw,2010-10-24
0708gy7o-RRTV_Pxxp9faQ,2015-06-26
070Sixz8aXNoSbH0-49PDA,2010-08-21
076axm22qVvQLruC2oYIDQ,2011-03-18
0784txBW2zSqStI7Xzw6GQ,2018-11-29
079-vqma0bAclgFcoMTWkA,2011-04-17
07D-uYB0PrSYUVpbKeojJA,2010-01-16
07H_RcOBmTRtT90qxv7msQ,2013-03-26
07KF3oZICZIFxI0BZyriBA,2011-04-07
07LPxCT59Gwg57tmzQdirg,2011-05-01
07LvPVsoS115pbDRwEZh3Q,2019-03-17
07NBn37_9HB63c-JdIbR8w,2012-01-22
07Oi7QojmT30vgNEtWgoCA,2011-06-27
07TTRbfJlLDzc1lneXEe3A,2011-02-15
07UbHVGi7HADpibD5nu8sA,2013-03-08
07VrNqwlf2gWxPIWQlIu4w,2011-07-12
07Ypw3YPZtQ1rFZnCueeuw,2010-06-20
07_mrlo8NL4mxsGC8QNY6Q,2011-08-26
07aJW_FzNJA7yH7wQra6Ug,2021-05-18
07aTaXwU-XBSP4jv4s2pKQ,2016-01-21
07aiOK7W40KIAgEYeHES_Q,2010-08-26
07dYT3u_WHJksIomke0OoA,2018-05-26
07eWBjfYDPnZ_lO72GMVFw,2010-09-11
07fKp-dzkUoY9xK6isS8Xw,2012-01-27
07fzVDdsY_FM_eHjsUvYIQ,2019-03-06
07i5EdI8v2FBhVV-rya8Wg,2011-03-05
07j0eaVt1aggrshdZqHhIA,2013-05-21
07jgwPRUqusTY4Ue2oLgDA,2014-12-19
07oQwmEQfwmmgvnT86QnnA,2012-04-18
07p067Np549AfurTtqAXAA,2012-01-14
07p29hVUiCHZgNEHu9ns4w,2012-02-18
07pYa1VC6TC70Fhe30s4PA,2013-09-21
07s3mxO67e8L8k3tFz4oIg,2014-10-11
07tT34LEBj1xVgLRk4L8qw,2011-03-31
07uojIeVeauFxa7yOc2pgw,2014-10-28
07x-9hef6rsNdSYQludepw,2011-04-10
07yUvKzFb-yPzJKoT0zamQ,2011-05-08
08-r0VkemADdLZWX5a-cKA,2016-05-29
081vVr80-uscqGGaFAxKfQ,2015-05-11
082JI0CEde_Dxm5luhKpPA,2016-12-04
082QyZ5EwWNU1DQKOQsdzA,2013-04-20
082TpJTMVghSFRJsU9eVdQ,2014-02-22
082Z772_Ig8SXp9DibYCAA,2013-08-01
083FNb_RWY56D0QuQXTD_g,2010-12-03
0849zk38d4Q5Pl9ILwsrQg,2017-11-15
0850ciX4llgzDRzBN4LxPw,2016-05-27
085BE1LGQVyuHEsr5AeROQ,2015-05-14
085MYLfXOhEOVJG7KBWI7A,2012-11-03
085mjp-y4qmKRMIj72x8xw,2020-11-28
085tyMOHbgzyRj-WwkIWZQ,2016-01-14
0897vJ_CQTXxXMsw3D34FQ,2014-08-18
089BaC0_Z_iCnhYSa771MQ,2010-05-04
089KGIJDnVJEAe3GiXzlrQ,2017-01-12
08I7khCvyCEKyPktg1kd3A,2012-05-10
08IK4R0eVEJohDrN0ACx7w,2012-07-22
08LQAC48MVFa27YZKahEkg,2010-03-16
08Nop7lJ7oJuOQGGmKdfxg,2013-08-31
08PHt-8OMYo81sLpvLdWlw,2011-11-23
08PSz_3jOGGILaH5WsnFCw,2010-10-05
08Qvom0nltzPiTuznoqwOA,2016-09-01
08SYU1uLNCned0Oyrh06JQ,2014-06-13
08T_q7wWwv9ipOgnTAstxA,2013-06-15
08Tevbnf5sSmfHtSIjXJBg,2012-12-09
08XjRgU24kHcikWd4Rg7rA,2014-11-15
08ZKDwgc7_djSZkawBu-nA,2015-11-20
08eBC31hXyGKKU2Tg20pow,2010-01-28
08fkgKXeLTFmE35fCydRpA,2010-04-27
08g47fCB89MAbqIpRI-QQw,2019-12-19
08gGEMk6kokkTIkhdbJ6JA,2010-12-31
08k4NrsUfGyjmir9NMO8Mw,2016-07-31
08kBMcufQMg-Dc9IouWIYQ,2013-01-13
08kVZ7eYC9NGn6njjsRkQA,2017-03-08
08mIl2xWyact6VifGBt_1A,2020-09-21
08mW6JldYBCHYYvxNHX5XA,2011-09-12
08pcSpyJJPPX_gEUtHY75A,2014-12-06
08q4nEOcz9hc1lRW7UPOng,2011-07-23
08rmvu0Rhphv6imKy09Xsg,2015-02-21
08usRklAHIuY389BUKK5uA,2017-03-06
08xmY6lV-f0WMpiBW6NJwg,2013-08-12
08z7zyu59SwDAHcbxLSIfw,2016-07-22
08zAKV1Sp-TIC_YVwBcBNw,2010-07-09
08zL0CHz6CwcCmbI4sT3ZA,2017-03-28
091-A52K-wifGIf3jJ-hgA,2015-04-04
093PLiKhTQxMvf7ZrXurgg,2011-04-02
0949LV5R0XK7BujVDqee7w,2013-02-27
096Jo3E9eW7pRwn8HOAlvg,2020-02-25
097galLQxX-K6j0HJAUKyw,2011-03-13
099E6vcoOcckdTB1XQAFkA,2019-07-10
09DHLOMn3ZfxnkiLxanL5w,2017-06-17
09EWNcdPBzFYMpNezSwkZw,2012-08-15
09ItkL7brxBREi0GHYkGfA,2013-10-20
09MbQUOI4TQjw7N_rT4qqQ,2021-06-29
09RkOJpeOhmSsStr8Si-iw,2012-08-18
09RuQs8N7UcvTDyW9HzGPg,2014-12-15
09S7eWDafAjqZa6AIrPgHg,2011-09-27
09aZ4Vhravt9E5x-OFchxg,2014-05-29
09bJxduX5ZCiQVbCCGMYzw,2010-08-06
09eFzvizdEQlEBvitKMhmg,2011-03-11
09izIShLukoy36bBOWfKAg,2010-12-15
09mtoD3Po_u5QRI2PZX6eg,2011-06-25
09nu102ePMeuThC1Xi_TPQ,2011-02-14
09uLsAhgFJEPJl2dZHX2HA,2014-08-21
09vEAcFh1J6l9zeFd7zV8A,2012-09-27
09yJ9otVHkiousXb9MEb4Q,2014-08-23
09ymkDOcK5F7uFCdL7BqKQ,2012-02-02
09yzPKqhvm_kJo6S5vsS3w,2010-06-24
09za1h1fdeF9rTSviTV3zg,2013-11-22
0A2w6ViIzZ-T-pB1a8da6A,2011-10-10
0A4yS-SsrnXyPdmekubmhA,2011-04-04
0A5BEEy08k79R5cVlRvJbA,2014-02-06
0A7a_1DwgrSffuMc1yqF1w,2014-06-10
0AARwulr-FQBNTHsMXgcpQ,2017-06-09
0ACFnKVLuLhAWU6NOic6JA,2010-09-28
0AG_tGzuGKpzqwy4daddCQ,2010-09-20
0AH7Sc_dLol7P4dYlO_jpg,2010-04-17
0ALY2NFAhLWeWYw1bh3eJw,2015-07-21
0AOrqAn9-XzRqBwAViJfsw,2016-03-07
0AQJ-QTu7GtxaP4SoD07yA,2014-11-22
0AQxftZdP43-ALPjAAyYrA,2012-01-26
0AX9PGwHwH-bc2zjt5cM4A,2014-10-21
0AZ1aM-O9D9G68gAgFGmuQ,2014-05-17
0A_TxKByQxEbQNr_0tpHbw,2011-07-05
0AbyKDPNgBmqZ6SECM8Uxg,2014-10-24
0Ae7F98kmeA01VJCIdD8vw,2013-11-06
0AeN817111mzdIjl9qtVww,2017-02-28
0Af9sUapLgGd_lTjw06B5w,2015-06-07
0AfjyySl4Rivh-QhWfrClA,2018-10-06
0AgwjiluvSLEkpHNJe1EHg,2013-07-28
0AixKqObDqtvKmM5DFHRMg,2012-03-04
0AlKEYClHxAkjt02Urz3SA,2010-08-29
0AlrB500SLZ0g5SxjK8GYQ,2020-02-23
0AmnqAto8jJCMhZ0anfIzw,2015-04-04
0AooLcxT2C_Fs1a-pS5r1Q,2015-02-27
0Aov4WvC_3NErO5JtmoJtw,2018-12-11
0ApzFj5gwCg2E0wwq2RyZQ,2014-01-22
0Asm98-Ilk1QlHqBqfWF-g,2019-12-19
0AthhX_KRegsRZ1YyWBB0A,2017-04-26
0Au-6RiV_GFFUkr0jaPjeg,2012-07-11
0Ayp1QNpRdtuU5aOYbc8_A,2020-05-20
0B-292FbrT54wIxZjoxhPw,2011-12-27
0B0L4P5YGgbNeb7Koyez9A,2010-03-08
0B4YRxRp3Ra1lZcWrrccvg,2010-04-24
0B6JY3Ky8iB52-rPooB2Tw,2018-08-06
0B6jSpefLq-VlGzUe-i5BQ,2012-08-30
0B75zG1BAFFC3-SbbgpUiw,2014-12-03
0BAwhsPK4Zads8hOFXv4GA,2010-02-25
0BD7-utyetSlSCEWljIk0A,2015-04-05
0BDdMJs-XYEbtrp4qm4JdQ,2018-05-09
0BHMsgLMRSglN0Q8K9uU-w,2019-07-20
0BJy9The-xE_M912gkwDHQ,2011-02-08
0BKqNYB4M2zE1kckdLnVbQ,2016-12-14
0BMb_vELxCCH_kJz3cVjdw,2018-01-31
0BNR2_vrxuXG6I7f3Y6LZQ,2010-04-24
0BQXBHHFrfg4RZIVDQbPig,2011-08-26
0BSX6ieEjBTrHwpdbG4qxw,2013-10-31
0BTyvVxvayjOX6y10qIvtA,2019-11-17
0BXnGq6eJuiWR7270TipoA,2011-03-30
0BZdcQAJjI-Kw97mQW_TPg,2013-04-07
0B_Jz2FacRGu7eOTMuR9Fg,2010-10-02
0BeOv7kc8rdDNC2cu-_x9w,2016-06-02
0BeqkEvuN285mEhOBu_0LQ,2015-06-28
0BgrDm4tfQBtlEV-ZqtAtg,2010-06-13
0Bj5xucs3uCjg3pFraMGZg,2015-12-31
0BjEsiql1ncpDJLoa7haEA,2010-10-19
0Bn9pMb_qcBO5mZYa3QAEA,2010-06-27
0BnjHJ8H5F15KjeMgDCBAA,2011-01-27
0BnyboiYrgPsSTL4Lf_uLw,2016-07-13
0BoRHt9GuiXzmvNmrBVMOw,2012-02-24
0Bs6yXAk9AHDhxDHGeIBPA,2012-03-31
0ByzGehS0T5muzZ2qYGq_Q,2013-08-05
0Bz-sbhsJIzlEvjL2AeH2A,2017-08-24
0C1Ux9EjTz7WHtmSHph0RA,2011-01-03
0C3NaF1s1N2rxy66qAJTHA,2012-03-08
0C3T3J5AWrHTkkq3K5oFwg,2013-05-31
0C3ucRygW0uSHfqFENa2zA,2013-04-03
0C4LXoLePedETNdD_W2ouA,2010-07-19
0C4tTLFDcAfRon8hKnDHxg,2010-06-03
0C85wdzr9lQmGzh30CBMxw,2015-03-17
0CC7jlWPxx5flWWfPyMx-Q,2010-06-12
0CEUpFtaKhxbmrbSdP9MUQ,2018-02-04
0CGBcCMBUmO3rMnqYw9PsQ,2012-09-28
0CHIbqSkGWBr2KMkIUocEA,2011-12-29
0CKN792oVmWK820KeYbOKw,2013-01-07
0CLCzdedGT2DPjkYM52Tqg,2010-11-13
0CMLdEd7i9iqg7LyQxd43w,2013-07-29
0CMmdGACj_gM8GSTOjhpWQ,2011-01-22
0CNti1ZrS6d1Ar2nu9J7Og,2018-10-10
0COlL5IKRu5sdWIsEiQAZg,2011-08-02
0CPhgQAtXvxsmyFNJah16w,2015-06-18
0CPt9mcUnZ6srGBCK0VzRQ,2013-09-24
0CQKkD-a3jFWA4l7n52jxA,2019-08-12
0CSiz9Q_xuZ9YNq8KLRcSg,2017-02-19
0CV2eRgKQK6_heNNdqrVeg,2020-12-16
0CYPtJlXqu-aPPOiBILXwg,2011-03-18
0Ca0kyrqtwPGX7j0UrFqKw,2014-09-03
0CaYHvifgTrL68vYPh7gnQ,2017-02-19
0CdDf2XHEu695Zmz12RrPg,2011-01-01
0CeDwvLyRVgr-fq-DHk1sQ,2010-07-27
0CekZnAtUUuyKtT6pFwpXA,2015-11-22
0CeoONLXqseUxPdGerefOQ,2010-03-12
0CfQRgCqG6_NAPKqfK29Ww,2012-05-08
0Cii4j7PPWvxcAmXuReb9A,2011-10-14
0CnQDNY17_3dYu588-GZrA,2012-03-27
0CpZzKv5dxF3qRTnVND7lA,2017-11-16
0CrEQpPKHfmjVodZeyL7IA,2010-03-13
0CssPu4DgIImkouHXKTY6Q,2013-02-04
0CtK6VnXGOQbZ3sUXSdjPw,2016-03-02
0CvGWHaGImgJz50fJxM6mg,2012-01-23
0Cv_TsIx8EJGfKE1RC9OmA,2012-04-25
0D1UBNxkT17qejQjjlZurQ,2018-09-02
0D1eH3jVv6siT4MKSoAWpg,2018-12-09
0D7Pf-9BpzVDznKH_1EAHQ,2014-01-24
0D8HH75BxydR_ZKTBpC2CA,2011-11-23
0D9MSlUBNiMb0HDA48Kleg,2017-08-09
0DAM-EKj_Zphs1wwDAL42w,2017-06-24
0DBf72U_oR_iDDXdOx4a4g,2010-12-15
0DDNb0cEew_Yic-Pv4vnww,2016-04-10
0DGml7Gd-6M4iakHdDqkSg,2014-11-18
0DJ-BXLvxKFhoT_Wc_mrxQ,2021-05-11
0DQr3ECefRNE0zsFKwd1fQ,2017-10-27
0DTIBsE4r95ml060iYQeSA,2011-03-05
0DU-0OLI449AV1Rls3WQyw,2011-10-01
0DaFBFLDwNWxMY-p5_OlOQ,2015-07-06
0DbIUh_Xuj6H5B_SF0RLCQ,2017-07-02
0Dd_DKLzgtczTNa6aqJgAg,2011-12-12
0DdmKihJ90qKP5TAM3c2yQ,2010-08-17
0De2juaQqHNUYs-vNEj9RA,2012-12-19
0DkIUiK3hkM1stV8AZ5ULg,2012-01-04
0DpVMoXMvN7vtGDCzNy57w,2011-05-24
0DpdzBpqUauK7D2-nH5usA,2012-04-21
0Dr8RnWBi91_ItA2KtJkVw,2011-01-02
0DtirXeW2Qiz6aIJedy6lg,2014-12-02
0Dw-i07FHf-PLLIBA6Xa4Q,2010-07-31
0Dw9eqJsbfuVKsgAoc9NZg,2021-09-24
0DwZ3h_JlHWxe790nxkUmg,2016-01-06
0DxxsOrNvNUaIhKC_ptCdQ,2011-10-22
0DzFUBKOMH8ofogXZYBvTg,2016-06-25
0E-dYP3hTrtgFDGRyBbOwA,2011-10-08
0E02jVhY4PoAMzjXxNx8zA,2016-01-10
0E2JLWX2h-GdZp8sliaKcQ,2011-11-05
0E4Qo6Glr2pWkF6L9MJqbA,2010-08-01
0E5tnZ0vZQL34bemPA2TSg,2018-03-03
0E9eF5Oh-kd4xCcCs4CX6g,2019-09-24
0EAOJCapF8aQgXChl-kQfw,2011-02-03
0EC5H_druND4ijqiSD0zEw,2015-03-13
0EEwORVVpNXCZAoOGNsmZw,2010-10-13
0EH0WBJSqVvu0vyVUM2zBQ,2010-12-22
0EJ98tb5LDuFnR4lIPyCZw,2011-01-03
0EPYrxeMLh2G63HLMIgRHg,2016-10-29
0EPsHmDMON3dBIYEfW_YBg,2017-11-07
0ERS4_k61Ea7VVunLcxlgA,2010-07-03
0EYptIjdWCC41e03GBWwOA,2021-05-05
0E_7lCl23JuPsJ8vmZmZNg,2010-10-05
0E_KdunEgkC6V7RgXewmXg,2011-10-02
0EbBAVyrGvhXfmQsZEmlHQ,2016-09-08
0EbYHXAKFo9IsFhmZHD1Nw,2012-06-16
0Ee7r-iVN7cvg7wAeELAng,2011-05-11
0EkhBu0jOFQ1uenNbrg9aw,2018-05-11
0EmBlyDtgE4_-AYK5I9dPg,2012-02-18
0Eo2G-mi77CCamq7HhaNyw,2013-08-23
0EpCmB1qbtH6Xh1RgBnQaQ,2013-09-07
0EphvVpGxuYO95_oj5H4gg,2013-04-10
0Eq2DHfzH7UunnL4SwOhGQ,2017-03-30
0EssbcbQoRPDnTa65h0UBQ,2011-01-15
0ExninKCazSHWWU-7QOXow,2012-03-12
0F1WFFm8TJde117UZPbkfA,2015-07-29
0F2jyiUdl8CSKQeR1KwVig,2014-06-21
0F3i8753VuwFpV0kOQ1MGg,2015-07-21
0F5nkvFm6VKvYStDA2Tkcg,2010-11-09
0F6J5VQ-nKC0NeSJuZgvPw,2011-01-29
0F8sBo_P-hWjQBussoaS7g,2010-07-12
0F9JFISZW9ErjOrqK-mnIw,2010-02-21
0FBCwkSDzHnHlqdx6xJZbQ,2016-06-02
0FDWkS1tRr3ua41IfeYlGw,2014-07-21
0FHHRwtEQmCAo6YpQHz2OQ,2014-02-25
0FIfHHrNbcc_hXbCjhU8HQ,2011-09-26
0FJexq6ZFEBMcO0z3sCdWQ,2010-06-28
0FMOvA2Noq-gieWfnXB7aQ,2021-01-12
0FQKOh13Tkcfgbu6qeZtXA,2017-07-05
0FRp8znYZ_-8PNYFtMvleA,2016-03-23
0FVZYtFtnysTgBXzPkS7CA,2015-05-10
0FWrSSY-TwPLUizH0Ta6GQ,2019-11-11
0FY01rD5zW9ijsMNP-HV3A,2014-11-15
0FZ4jHSfxbm4CIMBkGWCcQ,2010-10-30
0FajDslLd4zw9EmvSYfVOw,2013-04-28
0FbjBD2ckjiWTgbLSb9Wvw,2013-07-27
0Fd0erJKcQlbnWnPrYJI2Q,2018-10-09
0Fdn_98lawOYiFPh68HUUg,2011-07-19
0FeB1QZL62iwe1pXPam3Ug,2012-02-07
0FitysDUUCptqQY8K0nBYw,2013-08-27
0Flyy8AErOjhqF0SZYOIlA,2010-12-07
0FnYxHXn1dXyuKFNWhz6sg,2011-05-05
0FqqWN5GMdqzF9JnwH2ulg,2011-03-11
0FrYsHXWFxghQgrrGCMoVA,2017-04-06
0FsYHx6mnD0rx4IeRAgROg,2014-10-26
0FyHyU7x-djPYRVKKczSfQ,2019-02-17
0FzbiQyBnFnH1OkMol_mgQ,2018-11-25
0G-bDbhGK92i2tfyQEYMwQ,2014-03-18
0G25IDvgvoqASYsqu0HbCw,2011-05-12
0G48Fo-qaAdRIfD74pqITQ,2011-11-17
0G4QrbVhW6KDeooVU6VBtQ,2013-03-19
0G4RIJw89Bj4FT7IWYnZ7A,2014-05-11
0G6Q6LNYbtmG2OlZIiNcHg,2011-11-20
0G8pvIpDo671RwYajA_PwQ,2013-07-29
0G9OPJo317FduH054qcloA,2015-06-21
0GDLQWC_Ptm5U8eiKmtQTg,2010-06-27
0GFPaYRNpXd_Qg17m0lT7Q,2011-12-26
0GQ1O0vmmLiHWB0y1JM-zg,2011-08-19
0GTPyno8_2Pfs3nG2Z6OTg,2012-09-01
0GWvy5hB0ITGkuLJf86sqQ,2016-11-06
0GY-R3CNZihkjrdegDHI0g,2020-03-11
0GYpPQgm7m9kiVsnb17USQ,2015-06-17
0GYqOZwfs9eZGLdb5HCFLQ,2010-04-16
0Ga7YzSAIVZ8jrWwGE9m6Q,2012-06-20
0GaQYfej_vd1AqRNbGLgqQ,2013-02-27
0GaTpDXVFTxJPQsdRLVidg,2010-04-13
0Gbs5xn5gcaXz0Vn0XgfFA,2019-10-22
0GlkL3Tl6h2PKkv47DlkGw,2011-02-03
0GnmW0__mF3m7_KHRaYcAg,2017-05-03
0GoloVh2SiaRCtzo_zKqyQ,2018-02-07
0GpoYiUGa1okXWdhEweDdw,2015-01-01
0GrB95xnNtYX0jWg_uP4uQ,2017-01-16
0GsYSmfpsUpnTnxYbH045A,2011-08-14
0GzgMkOeg6y2bWi89a-LSA,2013-05-28
0H5HJpgooUuAEw7TibzWSA,2019-10-05
0H9q2x77DeEN_YbGva2SjQ,2011-09-22
0HAkgEHkJaazbxlX88m5BA,2010-10-24
0HAye0yFoB5sWTLyS9IFbg,2020-06-18
0HCMp7WxB7ZWtoVl5qGl1A,2010-05-01
0HCZGBYG5q5Omu_1c5V7Dg,2010-05-23
0HCh1iLUZdY_yUM9DGZvkA,2016-01-21
0HDWFQ0PtF-BSDy1JMyQKg,2018-10-12
0HI4HQFlsYSzUaQ-qqPzwQ,2013-05-31
0HIB2TFyVsnsCSZyLw7e7A,2011-02-04
0HKmdbx8ggbs6Izp93yp-g,2011-03-22
0HQ_smGXtDVF1IN1hB2x3w,2014-04-14
0HUMwGGWabIdOAkdMqE3VQ,2010-12-07
0HVo5yYbv60WgNWfrVoXlQ,2010-06-30
0HYPvvQ1uAOC6gGg_pcITg,2011-07-11
0HZEzKR6Z3Cze7EJI8U5TA,2010-07-02
0Hdvz0Ups_nN9kIb3uo4VA,2010-12-22
0HeUnh07owZSe-cVmukZHA,2016-11-24
0Heloc7hdVq1ff1pAW9VWQ,2011-03-22
0HfOupcGLusoEM9Yv9A7Tg,2019-01-08
0Hfc9kXBJJAXk6XxDtoJMA,2014-08-07
0HgAYe8KZ_8nHyELHFwrpA,2011-05-21
0Hjr4I1wYcFXiHEvHnl7dQ,2019-03-26
0Hl4raLuaVFN9zyH5lOKJw,2015-06-27
0HpHVZFlEH5csxSBRVSmsA,2010-07-29
0HpYaBbRqaG1df4JckJoUw,2013-01-07
0Hu_MBd_UoHjUV8NAWwYJw,2011-10-03
0HwxZ9ngr_2rsnuawVOocg,2014-01-29
0HxEoEH2VjrzAy4U2OKKSw,2013-02-10
0HxIdUa_kth2x80f3reIQA,2019-02-28
0HzLbrGgZfzanCDlKW0X0Q,2010-08-13
0HzjYHjeL5GvGHMj9XjO5A,2010-06-07
0I-xCVoFt6DpsHYaOS97BQ,2012-09-16
0I00DIjllemLU-Y7fbebPg,2010-10-12
0I20ozmmcSHmVUDOAj-lUQ,2011-08-26
0I3atHcLAbSjNsCMnVYWmQ,2017-06-30
0I9XZD7JTqY9iTF8nXRnXw,2018-03-11
0IEn6AxLNFfdfuwd2bQlbQ,2010-02-23
0IFmbpwP1JiWVCG7z9KORw,2011-07-18
0IG9w6YCkh-z5pnfSip6Nw,2012-07-15
0IHBQ3G-E3IJFaDSXpLlBQ,2010-06-14
0IJ0SUcw3-xIl_yiy6wCXQ,2015-12-22
0IKbUmLM8pWn9t-Epf19iQ,2014-11-19
0IM3PqePeExMJ0XzUwSvhw,2014-01-17
0IMBi3QkcbMSxtDF8joXXQ,2010-09-11
0IMUakyuZWFIauCycbycGA,2012-12-22
0INrDX--UuVvHVKpk4mL5Q,2019-11-23
0IOTWdSW74tAh0SkEVIIiA,2013-03-12
0IOq99j_MW2qUeyBFEy9jg,2010-11-16
0IRmU7dajSo2srKKmKMyhA,2014-03-15
0ISLfrUTkpBmBubu_n30dw,2010-08-07
0ISqOoDM-DL72U_dpNVJqw,2016-01-09
0IT4p1OhiXU1sPVVY1na7A,2015-06-30
0IVlHW7G8sBJflZiVgKPHg,2013-11-26
0IXwCbilY8prtBholmFkUw,2018-06-23
0IYUdfag5M07C_darC8boA,2013-04-25
0IZO0wj0XkOJ6hDFgXGzBg,2016-03-25
0IZXL2vZEAkfBpiVFUu3Kg,2011-11-06
0Ib_MPoFNwXnfKtNOjOx9A,2010-09-17
0IcEAPMDFDVJ8d2UvYOkEw,2011-03-25
0IdDSSNGXZY-qH9In5cDng,2011-03-15
0Ig9lXNnfBL7U2ct5oIF6A,2015-10-23
0Ig_UBuJZctyPw-DajuyiA,2010-08-04
0IheZIsRS5tejvxocP18mQ,2012-07-17
0IjDqJexP6jTH4F_Kg4mrQ,2011-04-06
0IkB9rjaKpW7Cv5SNCF3Ww,2010-04-23
0Iks7qL1wlUCtEj_lytYBQ,2012-06-19
0IlVKDDbjo5YPDRG2yQgdQ,2017-07-22
0ImmVc9hhU-j7_Fcr2HJuQ,2012-07-27
0InojtGES0EuD3hfXGoeow,2014-08-09
0IobJ1t-wkqqKoc95AAj2Q,2010-03-26
0IpGWOIG91vc4nItEtOJHA,2013-01-17
0IpMsvaHqob_ks3ZhuLqzA,2015-04-16
0IrkSpr4lh6mkIuVbNqdEg,2012-02-07
0Ixwu5ukFhC5WU7viCf_6w,2018-10-15
0IzB-TOqNBUyj44FcR4bRA,2011-12-09
0J0cWF6tvH1z5t3I-tvhTA,2012-03-20
0J4j8g0JpUe17clKA9DqEA,2015-11-23
0J5TebLfYGndRJOoQYpRyg,2012-03-05
0J69xhYsRexb1rSVJMQ8Tw,2013-05-29
0JALnjetn1qNqJL2GYI6mg,2015-04-06
0JAeVS-R6AAbX8nAfF65Ww,2010-08-05
0JCmHQDa5FyRk_ry1J6X4g,2011-03-04
0JDFe9hOr8tQpp4Nc5YOOw,2021-04-19
0JGC9_hB3YeB5GClIgCDuw,2013-04-20
0JGG50I4c9iAPrk7H8dRcg,2016-02-22
0JL7AdnqRwgBXdk7Nca5UQ,2015-07-23
0JOYDsgJmcN36bV5A6y5yg,2010-08-21
0JP_wcWLwLQOcsWLg2G7fQ,2010-07-25
0JPi9cyV9i3_kDPj049_qQ,2011-04-14
0JQKRxw7nFjifQGANxzvpQ,2012-09-26
0JQgHiPAQQWkdgbBvEL3JQ,2015-03-05
0JRy75bmJELuAq04HJ6znw,2016-01-05
0JUkzfB7prT2mKutLghKlQ,2021-12-13
0JX2lHSYOr18lwZqZ_BIWQ,2012-02-06
0J_NGsCCJYg_Ju_8xqxjAw,2016-06-02
0JaJPPwiltLOLC6IEjjC1g,2011-04-30
0JbAdxxS1aZZxCjucbTuAQ,2017-01-04
0Ji6OV6UKSOeF1ylu_ukgw,2011-06-25
0Jj75hgzOh6rnaI0dOgLmg,2014-07-23
0JkPOvTyjnx2NbpYQBIkwA,2011-05-08
0JkkF-9XPth8ej-MWISChQ,2011-08-02
0JlQOr8Xhc5neOSXasIiiQ,2016-06-08
0JlxuzzDo1Sv89S9ApI9Ng,2010-04-25
0JmFfcBbIux_vauRNWzD9Q,2018-07-19
0JnsAQFvOFxPltNU_smK3w,2017-04-29
0JoB3ThhI-DS78-1Ks1EUQ,2012-01-27
0JpbgItuNiP4KJ4PQ3YvRQ,2015-01-24
0Jr4VPrKEq2s8tmg30OToQ,2013-03-03
0Jr6K1BXsS9ZmZQtDdx0UA,2014-09-02
0Jru6LA1kW6avH4YiIfVVw,2010-09-21
0JtMsOcTRLnfBWkZFb5bnw,2012-08-10
0JtYKzRiG1Rad7nyhObEHQ,2019-05-28
0JtYhp6td4YlohZHDelnug,2016-03-09
0JtfNo_iouj2rspCb8e0UA,2019-06-07
0JwI9P5mZavEmNpESoVuiw,2013-08-14
0Jw_Q5vH6phmYxesX9jRUA,2018-10-03
0JyKHQVTRyBW0yRKEOgg0w,2015-01-27
0K-z6hRV2RhvEC3z9GFG7A,2014-04-18
0K0qLdPFpxRWv_MEoDjYkA,2016-08-24
0K1pQK1yAkIN3QtnYSvtTw,2014-07-18
0K2d-kEWmIcPMpz5BZm3Lw,2013-04-06
0K3NPuiVxZq3BcXG-f-SwQ,2014-03-22
0K4RwxdAcViifyU3Htzxww,2010-01-17
0K5zDBSV0zaolmJp20_jNw,2015-07-11
0K66djyR4yvBG4mEW5y_xw,2015-10-13
0K7Lpit-oVzLcy2vr8yAKA,2015-12-01
0K8j0Kp3qeCQoceGiaef1Q,2010-07-15
0K8oqHv1xAN9t7tkIE6jeA,2019-07-21
0K8pNho9xlV0DxNhcg8eug,2019-10-10
0KE3MDT654yHN4LfxKcZYg,2010-08-28
0KEMPs7BD_WHI6zGpDcKjw,2010-02-18
0KGGT7hskXgoJD_TK6Y0Fg,2011-05-16
0KIe6JbJTbRUwYIQeaTmjw,2019-01-26
0KJZva6oM0a1cZk7nKX6EQ,2011-04-26
0KJrzznRV2eSvPvFrcVIdw,2016-04-24
