business_id,user_id,tip_date,text,compliment_count
zSqTndm5Alq9dW1PyzbdTA,iwWzH8ok7BR9XrkJVkJwbA,2016-05-15,Good stuff. Had the seafood stew and fried crawfish tails.,0
qgAIg5FCQl5bUNpYvg_SbQ,Figs8mO8s_aPRq2W7W0cYQ,2015-05-26,Buy 3 get 3 free muffins on Tuesdays!,0
d5G3dpdyO60CYHukoM-_FQ,vMdZdazzQxRU9fvntAwRzA,2012-03-13,"happy hour margaritas, $4!",0
yb2vAoH3E-R11yWmnT570w,nlzuxf1Lwd02MdhnHdM8kg,2012-01-21,Carnitas burrito with guacamole. I'll stick to carne asada next time.,0
7UnMu-eR7pBpG05wfrhXvw,0G-QF457q_0Z_jKqh6xWiA,2012-07-26,Absolut bash!!!,0
6Ay6TIjOq83hyRBF6j6YCQ,ychcNDGDJqnBC_dy7gqhcA,2013-06-09,0700-2100 weekend hours,0
FshR9Ti5XwBOOvwCSVVxxA,JhQ8MUe-MFNcpUcF2JI6Fw,2016-03-13,"save your time n $$, go elsewhere, you not missing much. soup kitchen probably has taster dishes!",0
LDHcOpJHJYocygDRzUZehQ,mOSP0qhtAFxmKKnyO8YIYA,2015-01-15,Thank goodness Union Shoe Service is still around!  He is wonderful.,0
OJgx8cSBHy13uM0tEKz1uQ,IfxQUHeM2FySxWbiK0-jVA,2015-02-19,This location is now closed.,0
BMKJ3JyD_r_SQ1JXAzo1Hw,Hqd0Hwqsq4cY9PGqSfLq-w,2015-02-05,Good atmosphere.,0
3NdRfVpi3-tfk9vdiJ_F7w,TwjiWvK0ZP15lzGC049oIQ,2014-09-21,Free wifi in the lobby.,0
B_Kk8Nq9NqfvwFrN8uOR9w,0kwNkyTE9Gvqob3uxym6dw,2017-11-01,There were mice nesting under the kitchen sink,0
nAbese1E1H5TwZntoEyfzg,JsXhBw6MntzTJjH_Ue5udw,2017-03-23,Great Tex-Mex food!!,0
NV8fdSx1BHtwP1mC2eedSQ,MsOR_gQI8fwSluT6ubzq7g,2014-06-27,Eat!!!,0
OdpXHSWneuD2BONO5J0_gw,55Hphx_uynxCdtT_zyyDDw,2014-09-30,OMG!!!!! Awesome as always!,0
5f-cqIh_t8amFOIUAnwCYA,E_9Mix_1Z2njw4ct7VRCGw,2016-12-04,"What happened to the Wedding Soup Meatballs? What's in the Wedding Soup, now, are not: round and not Italian in flavor.",0
iUp54Km2xsrU90pburDh1Q,h8l7bu1MW6V6I3KOaLbMzw,2010-11-30,Freaky fresh ;),0
8syjAtrpRfBgiH2vcfNsrg,TrQ4MSiaiOkJmlFwK7_75A,2015-09-22,Delicious and many veggie options :),0
b13EoceGelGyrIPRxxiERQ,5isALx5RtvA8A_GvQQavTg,2016-05-02,"Opens Monday, May 2, 2016!",0
DZglT5FP5VNDQJU3PuRIHw,BPdbk64-9sOq2yKa-RbZFg,2015-06-11,Go for the guac! It's great!,0
CJCnOLSFgOuWjK5jeWqlJw,ua1LH52o23zsT5yL2PQT3Q,2015-02-14,The Desperado skillet!,0
PVkZ_ms1oVj5YKqmIxFhmA,Lpcd2GQEkAzFoMfP8vUYWw,2012-11-23,I'm back kinda!!!,0
kyRUZEZThKotuabJQfuXYA,t6hWIBaIfA__NpxfGV0FVQ,2015-06-07,Don't come here Hangry! Still waiting on food to come out n our drink glasses are empty.....ughhhhh.....,0
tQ8uGMhqDWcPfXMqukZJRg,2X4yIsAHtPi_UwfgaCCloQ,2011-10-06,they can add an espresso shot to anything!,0
N2dOYDp9aKOBxyO2esgrgw,GiDEYoUkTFzT8N1mXYV7gg,2013-05-24,"Bring your own bags! They give you $.10 off per bag that you use them... Or, you can donate it to the charity of the month",0
AGkaIvkzcp4O2A2wKjnjZw,MOLgSNgnkYktFbXrwchbdg,2016-01-23,Today January 23rd this Publix location  is closed for remodeling for the next 10 to 12 months.,0
thPp3lfdb9ytmZ0T0YP6Hw,Lrk7Q6eJcu1nyDdW0SMiKw,2013-08-21,"Love spin, pool , gym and friendly staff .",0
SzV7Gwiql507h6d0BgT_7g,PoW8vfKfNavWIgkTCw79uw,2014-06-19,Best buffalo wings!,0
xODBZmX4EmlVvbqtKN7YKg,JSzIwMqdSI74_ztnbWzsEA,2013-05-17,Can always count on taco day if nothing else and by nothing else I mean BK!,0
yJWLNXLbqsMoB6fgGsvr9A,qjfMBIZpQT9DDtw_BWCopQ,2013-08-23,Using my groupon and sitting w mocha.,0
33JlrWf0kmHd2VzW58Wp0g,FCamB-BNzLIMck_fOT1CxQ,2013-05-23,"Very good crab cakes, and I even liked the eggplant!",0
zspnOaAN4jpseR3X7YtX5Q,2r9omWlNODtsofY6pKVGhw,2015-09-20,The bouncer was very rude and racist.  Don't go if you're not white and/or American.,0
iN5-tzr6DV5q865R6NteXw,lmAxsN_DkwzkU4prOTWFEg,2012-03-17,Crispy artichokes were super fab!!!!,0
WW35xBzbnXGciLjDHidaGw,qjfMBIZpQT9DDtw_BWCopQ,2015-10-15,"Their fb page facebook.com/Leannscheesecakesnmore will tell u where they r at, or their events page on their website.",0
ZSwDwV4o8MvX8cwMgfE0LA,dfdgxb5hl-xTk-mLB4l1ZQ,2013-11-29,Brunchin' it.,0
R7ZqfB-4Z7jyl73iQ58nEQ,wdNTfRMdKZqpOo1G4YJGbA,2012-10-21,Every food item is great!,0
8Z8s_HNIKnxnzr4ErpJ7Yw,alF_72E35Q4bIsw5MXyZBQ,2010-11-21,Football!,0
qm7qf6A4hUgLqTxLpSBXpw,qOAYy-WGn54j7LyiqKU-OQ,2012-08-11,Getting a dog.,0
hkirr3WzSTx2d9cdP_NKSQ,jtU1W2MqemCjv1QefgpG5Q,2013-05-17,Large falafel sandwich on white. Little bit spicy. Perfect every time!,0
SU-s9GD5LZ4povsx5pOS5Q,Tcjhv3NnsT4QrxWTMLulbg,2012-05-27,We have made our rounds. Back at the Icon.  Casablanca or pick up the car?  Stay tuned.,0
-kOUmMiIimNSBIDdFN0x-Q,RAOZ3SzKlmxY3iDIlBb0dw,2013-08-26,So busy!! Make a reservation,0
_0QZGrg91aaiMhh7tQyYYg,B2O0do2Yh9Br2drarZAeDQ,2012-06-06,What great sushi!!,0
hzzgjLwxRw1jld4xH_Q7BQ,TkFfkUhNLczx5LB-uR9qaw,2016-01-10,Under new ownership as of November 30th! It's like a whole new restaurant. Just opened for breakfast every day this week (1.10.16) Offering the freshest corned beef.,0
eWmcdBJPPQ_iSaNU8uIpFQ,alF_72E35Q4bIsw5MXyZBQ,2011-07-14,Sounds of Summer concert! Starts at 8.,0
zPiBTTqr9PyUwjhDsdfH2w,4fD-VLoCwCmqzaMOMRLgNQ,2014-03-15,Really solid craft beer selection.,0
Pn9_MnhoLrMFdW3AZDORMQ,EdHLoZf007yayX0FKqtA3w,2010-12-09,I dig the TCC :-),0
DrL3dsQ9bI3mhHUd3Q1qcQ,lAW03ccfMEuRZiDqvVgc0w,2013-02-08,"Wicked jazzy live music!  Lauren Hill, Sublime, need I say more?",0
B3JF06ctShiYJeg1FyJ5jA,31LWy6H2QdnzYn8zMhJDaQ,2017-09-30,We come for the butter chicken wrap.  soooo good.,0
jar_5KMQZtgOseRdUN3L0w,_II8wOnbz332VEAHsj0BmQ,2014-03-23,The sundaes are big and expensive.,0
uJe0autn8db0AAOiPKM-SQ,jCLjVfSMbvLkSH2ZMkryZQ,2011-12-26,MBP upgrade for the honey :),0
kuPgnP7jE6FmPx8C4fIs7w,EW3jDZFPhUEKPxPMhxLN8A,2017-09-30,"For the POOL: locals, get there no later than 11 am to get a prime spot. Fills up",0
mMCzkVWX0dOkHlxJd3jjmg,8V-Jnx1z6_1RsXBPIvY5rg,2016-05-07,Very friendly staff and professional! And cheap,0
pg8XTtztUXc-PxRYUVoAvw,vYMvOTL31e0KbTo9Hd0tjg,2015-02-19,I wanted to see some different rooms but the checkin guy told me they were booked up and no can do. I knew it was b.s. because I had booked my room an hour and a half prior. Double checked and rooms still available. One of the nice cleaning ladies let me see a room. Weird that they wouldn't let me see the rooms as I am planning for family visitors coming down for a parrrrttttyyyy.,0
h7zTzXGy7CGNTUaNtr_RTg,e_EjcTCWxoRHHEh7G3ARZA,2013-11-27,"Excellent service, menu had plenty of options, great food, reasonable prices. 
We stopped in on a whim. Had the best server, superb service that we have searched for all over St Pete. 
We will be back soon.",0
tutL-M4mH3GA8JtYlpBbaA,sizkZALG8OJH5JUZL9Abqg,2012-10-27,Service is great all the time. Massage while ur polish is drying and hot stone massage on ur feet. Is there anything better?,0
FId1uY73JcswBn6oz5gTEQ,IMVZIi7x3d3NIQH1T5MN-Q,2016-01-01,I come here often. Service is usually ok. I usually order from the McValue Menu.,0
23hX7rA9-pfrxJ4A0DMx8w,XgjapbirumRxejMKR37VRA,2015-02-05,Friendly staff!!! Clean!!!,0
6yUsh2qN22eaLYV3OlS7ZQ,KLUCVhg4NGnwD5MTkpBb-Q,2017-03-19,Try the Italian Lemon Cake !,0
KExyi9KTXqQDdzvk-8Dm5g,poCvAV9ujBDRRoez-KOQnA,2012-10-28,After game celebration! Yay Cats!!,0
DFlRfrRw7JP_0voM77XeIA,iIMs--XG4bKVI9V55ZUNbw,2014-09-03,They have a PetPerks loyalty card. Ask your cashier.,0
e_nT5SzcGvsZ9uku6YAqsA,1dt5YtwqRWFjXAroyVqMKQ,2011-10-07,Looking forward to some good BBQ and I found IT!!!!!,0
-M21d-vRVRaTyVywy8x-Ag,IdZkKL0NLgx336-MeLJf3A,2016-11-11,Pet friendly store!!!,0
_mGAcxIOqKcL3muEg3LHLA,87S0AGlgY7HDU_KkTbMHHQ,2017-04-02,"So very slow here,  no matter what time of day.",0
gCm3En8LqvXPcfiw9Tyh-g,JWeXuv2B9lRhiXBcIzsi2Q,2015-02-15,Yelp says this business is closed but they are not .....,1
pKykk7lnD6Tf9wSzJYRyJA,h3KpLypa9SZEw2ydFNC19Q,2012-08-24,Trentaaaaa,0
Bl6QNjzmtG779fI5Hm4gfA,8t8yfB6XsqO3BoQZj1CJDg,2014-06-04,"Good clean Mexican food. May suffer when really busy. But, that is the exception. Order the shrimp fajitas and you will love this offering.",0
ppgoocYga1HPYL6lsIZvnw,jqTa-RtGU26q3TFTmMZOAw,2011-10-01,"chocolate croissants are good (and sell out quick), but the ham & cheese croissants are GREAT!",0
PjknD8uD_0tisZQbomiYoQ,aTLwI8VxiNgSdC0lCkalMQ,2012-10-27,"They forced us to accept absurd amounts of food and it all tasted like sadness. Luckily as we ordered an amusing altercation erupted between some drunk teenagers and an insane man, who repeatedly called for the manager to ""call the police."" The chicken nuggets seemed oddly separated from their skin.",0
csS_UrBujOvjASbX3gLW7w,9sHfCA7_y5DkQM2I3ykHzw,2010-04-21,Long lines suck,0
NHb6QTrJOnyIj-Zd0fYzFg,HQG3no8C5U31z-k1MaYCqQ,2012-03-15,Burnt ends,0
gdPngoSC01_gbRsbTiKELw,YwSBzCiiJFkrSpxf7sUO_Q,2015-02-02,Having the Veggie & Provel!,0
grVoVN3n0M7IV1jRUiHWHQ,5WTmNudZjva5u3BTNfYHrw,2018-02-15,Phenomenal.,0
fU73W34W4sHFtQaGAkkc6w,O9z9cUPUgtbJEU8HkM6DnQ,2015-01-25,Nice outlet with plenty of stores to explore.,0
crYe8CUn5wCY6R4IHzzLPQ,zbUKd53I8c_wZd7BThR4SA,2014-06-05,Best haircuts ever!!,0
a1E2BPYnufFzb6YX2pplJg,6__GeBRtpat5jQ7yzj2iMw,2011-12-29,Got here at opening. Only customers here. Yay!!  Beautiful day in SB.,0
rYIscabCtSISz9XW8dK_aA,CJXkxjoV4VbJ3fagz2ZnqQ,2014-06-08,The owners are friendly and are more than happy to help you with the menu selection!,0
iT-kBZG0iQPnyiFSTiBeBg,tO2LtoiXyA-AH0usdPezMg,2017-03-13,Diarrhea Diner is what we call it! Enough said.,0
qbwlS2CwXyRoULFiB_0zVQ,EqJhoyBc5wlHrTWBlUYb7Q,2012-08-03,Ask for X-tra black olives in your salad and X-tea olives in your Martini:)!,0
K-WZ5iVCGGnyq9aaXXG--A,w5gf5mJpV-pOpA7dxMHJCw,2013-08-26,They always want to sit everyone by the windows where the rest of the restaurant is usually pretty empty.  Kinda annoying. But I've never complained.,0
cLVUyO8ziIjFlRA-rFrJVA,8wYt2OfdHwpe2eaP2Z3Qsw,2013-06-11,Price check in isle 5! Noah is here. Part 2 of inside the secrets of WHY grocery stores are so mysterious to navigate when only 2 major companies supply 95% of the stores.,0
B89bwTDPFid6Cp3iin22zA,UlWDGR0QrBbdFsVY6ugocw,2011-04-28,Speaking to communications students today for one of my college professors! Awesome!,0
t8iCvhOcelkjfTsE5lc2sA,H-PUXKcmpyva1V6qeeDpDA,2011-05-12,Cheesesteak for lunch!,0
-kqjc8DxxRac4cz2qTKCLw,XVC6zk-TRlmZ1iW9H4ejkA,2011-01-01,STL cinema. Four screens. Lovely lobby.,0
cFk2SMsJ-2cmXKLFFkP9JA,F7M3thQRNZ483YE8gcljGg,2014-06-29,Great authentic flavors.,0
A_lFaoRFEazDQFKWkA6WOg,2apjFlbVCsUPWVQq8cj6TQ,2014-03-23,Their renovations are spectacular. New patio out front looks very promising.,0
89SD5fNDDnJj-ITB40hLsQ,Qjd7aIiKqnd68IfaR2EPoA,2016-01-22,To go orders are well made.,0
SbuLL-8eSaUs-huaYR5_IQ,YuKxD64NIlwy9LiO0qoYdA,2014-03-19,"Order at the bar, even if you were lucky enough to snag a table. It's gets busy so have patience. It is a virtue, or so I'm told.",0
7pwZZVVlYCxQvVdd8Q03wg,5uEZpAao3zRbSuzD2kafxw,2015-09-12,It is cheap and good.  I dig it!,0
2jemtH-Vwrt-gUpJZH3MTA,ecGLcYkcEPYf6FkwcW3__g,2012-05-19,They have mini apple cider bottles with mini cups for the little ones!!!!!,0
shjYgM8hmhW8JmHd82Ng0g,DayTBAsYBAlLX1Pjqo9yvQ,2014-03-21,Pricey...,0
EGITUFVLb87GRKapMtZg-w,_I5yBAm4IAayT3kqX1qURg,2016-12-06,Bring a sweater if you're working here! It's cold!,0
Ll0Hblk_z45EPYmjmiFjbg,vTprcHGBn9asRfI349M1Fg,2016-05-17,Still the best car wash around.,0
6o8ddZAL2Gw_FdoFQf1ilg,dXnlJ6ELbqIAfB79g3t3ag,2011-10-10,Taro milk tea. :),0
jcnKA1gG7Tek_UT2zWBI6w,1E32wgTtwoYj9BVIiCusrw,2010-11-27,Don't try the Peppermint Chocolate Chip Milk Shake. Just stick with the Strawberry.,0
3CF9oBttNp3aKysz7GaNEw,UzwyDxJzOVocGcxTUW7j9Q,2013-03-02,Obviously I come here for the price but Amanda D will have me as a regular from now on!,0
9PZxjhTIU7OgPIzuGi89Ew,VUp668aHsPXo-5J30Y4k7w,2010-05-03,I can't figure out why people like this place. Service sucked. Dishes were dirty. Portions were small. The guac was the only good part.,0
Ac0W0fBY0WRQ8LqdCRXUAQ,17oGtPlD4W7JG0J2CZ0yFw,2012-05-18,Rare roast beef so good!,0
AHGJEih-eLhfV24VfbgvuA,EV8rlHrYs_rHB2jfFfyD9g,2010-01-23,"Friendly service. Fair prices, they don't try to sell you things you don't need.",0
rePMk8vWD1fFrg3WoQ_DKA,To1Pq4io8oCT8f6ryRdPeQ,2014-06-21,"Always a tasty breakfast!
Fast and good. 
Viva vivs!!",0
a-gkPi0KFpRNGiJfJ8ARAg,H9Ke1es8g9CqB3PvFuHHBQ,2012-06-03,Gnocchi very light. Almond chiffon cake light as well.,0
wU0pnVCtf23mxXjPzhCacA,17oGtPlD4W7JG0J2CZ0yFw,2012-04-01,Fish tacos!,0
OMT709IPPEwN91CAXpe9dw,5u1aDbRVb_BVlzxMEO-LWw,2012-11-10,Try the j dawg!,1
bEbR2yWehH53TsLWnWCfvw,WcQ01IBbW0ID01EE7bdH4g,2014-06-30,"Same old same old.  ""Go with what you know""",0
6ZSLVI8PDkczCp9qrYj_tQ,uIv-QohIyddQA6JMXWsaTA,2015-06-16,They have a fun little corner of the longest receipts who can eat the most sushi!,0
YItdzn46TqsGx2EPY1zNQQ,cSyDw2Dzmgfu2GsKlLJmNQ,2015-05-23,Screw the lightbulb. And pet the dog.,0
oThWInL6gUCt2d98fSIAfA,3cfJUOw7denwYAF2DtHr0Q,2013-06-12,Get the pizza. Thank me later.,0
yO0SE81hk7nVmVHRyORw7A,nMj9b3eo4ZkZ3O3_zalLZQ,2014-06-08,great customer service.,0
EbmndUffLAYfJBsO2iu8cQ,wM7G2F5HKi62yvO-HM51zQ,2014-06-11,Bowling outtttt! :-D,0
FjkLXJCoM_rgP2osroSxdg,OWS5DxD7L_VeAlKXldjFrg,2012-07-23,Lemongrass tofu bun...again.,0
3c3okC0udBKZD_fASFrI-A,bAtvLtIOCwt72zFXiBDYlg,2012-07-21,"Great, friendly service! Accommodated us lickity split! Price was exactly as quoted--super affordable!!",0
6yR6piTIuUG_9P_ctivxKw,nQwF8TcZ0ewKFagkZIoY_A,2012-01-01,The holiday light show looks nice,0
8ElRczLISpOOJ439VjM9XA,Bvnv0Wc8U6Hc7xUmV0R5IA,2018-01-24,"Smoothies, Healthy Breakfast Wraps all day!!",0
-K0LoSCfh8i5U_y53Krepg,sPdLQg0sDhSJJBq9vGexeQ,2014-06-05,Lots to choose from if you don't mind fighting the crowds and foreign people.,0
bjv6cVrn3XpWGB1FShvzfw,hGd6g2nZVraL17H4DnY1Dw,2015-10-11,Come early get good seats,0
Nzzbx6AwQMk6wGtVWlUGAw,zc7wQeHkJS5tliTg78hjJw,2013-12-19,Great selection of games and anime,0
Qd8J4y-NmCkhbIbFjLByXg,IXDYuTC9ReRm_5f-i6Ab8g,2017-03-22,Best chicken ever. My kids love it and they're hard to impress.,0
O_5ILNeSVPrrx0CAr_l27g,tnzuLWeXS8ktAdAQ4yCsUQ,2013-05-26,Love the pizza- my favorite on this earth!,0
s-iUpeKVCuPd5m4OJ3HixQ,-B-QEUESGWHPE_889WJaeg,2011-05-09,Live music Sundays 4-7,0
FVxo6PKyPgy5C9iOY_s9eQ,yZwgNBKJb6YFnS7_lo8pGg,2017-03-19,Ask for Anson. He's supremely talented!,0
D1QHJm1_ihYZKJpxn9jqRg,dIRTUvNn9HSG7SlCB1CdKw,2013-08-25,"I heard they charge 3%,for credit card. I will not come again if they do. That's crass not classy and mean",0
zlNtAPz4GvSUiljQ-D3cvQ,-_Y8Mal7S750TsB6yMMDHA,2015-08-30,The bbq wings are the best!,1
m14o43aOPMR5Z8MhDi8wVw,oYn4yU4hI8w9vMQkR9bx1w,2012-05-21,"Here's a tip for ya.....after 8pm $1 Bud/Bud Light drafts, $2 well drinks....and $5 dollar purple hooters....7 days a week",0
37BpNvlEAT6WVGsksrHbBQ,03orKt4OrwqPo4gg4ZPL7w,2010-03-17,Yum sushi. Not crowded for lunch.,0
KGjFXa4aSe6gvH1SLzfryw,NXUYqamg1hKTGfAwVrdgcQ,2012-03-23,Ahhhhh... Beer... So good!,0
_A2YtPqLxss0uLhRey5yCw,es23BNeeHMyvmJWH6iZLSg,2014-09-18,Great variety of food,0
RRTM1EYvscJKgZsb0DyOAg,0AB3JpI4gpod9lCGVfbqgw,2015-09-15,"Matt is very phone friendly, so don't be shy!! One of the perks of staying at the Bearigny is the owners live onsite.",0
t9LiapsQABwMQeiF1Czl6w,h0ODv5qcAxHJAk_f8dtEVQ,2011-01-05,Hit the bar for a quicker seat,0
MaYb7qMN6BomP1zQGj3Wjg,aFqcrWCGKGcEf49PzVyJQQ,2017-10-09,This place is amazing! Great sevice and their salad and pizza WOW!,0
lZJ7UL3SaqgPsItQnnykKA,roGoHGWTkYrerml4wr6Wmg,2016-08-19,Just simply try everything!! So good. Flavour explosions,0
Tq0Tm_-qrCVSI9j2mxvCzA,_Wkf2RNDnBuqMOpzSqmZXw,2014-03-15,Attending the State Poetry Out Loud competition.,0
XD6GGQWPvJVfFyiMN2wNXw,rFYUPjgPzJWEipMjxQSXmQ,2017-10-11,"$10 day pass, 3 days for $25 or a week for $40",0
GphUtL7kAHxd1CXxntt-Jw,GXqCL5Vx8yM5m-KOZbbXsQ,2015-01-19,"the cups leak from the caps, be careful!",0
exU2fOCg0neg-1Y6d7X71Q,iLOZSlXu-E0PqVTtOAb7Nw,2017-03-25,Great burgers and frys!,0
aOVSb6B6DlqVaBJ04dmPxQ,8M4_nA8e9VacrirvCwrl8Q,2016-01-08,Hours: 8 am to 8 pm daily.,0
v1fmEga74-Qe-YKM59JcNQ,yOO5Dj4CU-UJsnVxsSpVPg,2012-04-11,my favorite auto body shop :),0
rMWdWJHblLHt_BQ2kWj5Bg,vl3qiO6v4RbFJBpxVREJPw,2011-08-06,Tennis with the birthday boy,0
xlzYL_Dwm7RdQzhC0FQgkw,qkg8R6KK5QhSUlkK1sspIQ,2012-10-07,Great Sunday food specials for the football game.,0
BooG5Hd_BTxlAu1JWbXdOg,xGS_mlHcCUipSKXrHk6CGw,2013-11-27,The lapsang souchong butterfly tea is delicate and smoky. Delicious.,0
tS47dXDlx9t-6B_F56cKUA,gwYE77ZX2fpFdOLeiR_64Q,2013-02-11,Don't waste your time. Tried it 5 times had issues each. Undercooked chicken! Marker on food!! No dressing made?!? And other problems. Go to lower state.,0
jmwtVcPZMmdfGqn1LpsEjw,oX4qeKApLJh3syRpOw9DOg,2016-05-01,"Don't try to fix it yourself, just Call these guys and they will respond fast! I've seen so many flooded homes because the owners tried to fix the plumbing themselves.",0
4k-XUWBbeDyxjWdUrEsvLQ,kGJg_kMhn1RjgqIJPJr_VA,2016-04-28,They deliver and have a huge delivery radius (I believe at no charge).,0
IkZgPqgwKSuQFAf4s0Z21g,avMOc3M3kNNapHJf9S6PjA,2010-03-22,Good lunch specials,0
1NLS-0NKZ8oJ1o7m6nC-FA,esfv3FE1Ye-riiJeIPMgIA,2015-09-13,Outstanding as always!  Epic Food and Service,0
4rkmJMJ7NzQQ8TZ2MZ2xZg,uudFcHK_OjA-LR6mkdcgug,2014-03-16,"Love afternoon runs in the river valley. Beautiful scenery, nice trails but River Valley Road has crazy traffic",0
-KdeX92-JV2K8GWbAxVj2w,uW0hrkFTi0lEUJrYczffpA,2013-08-23,Staff is too slow in the morning,0
AfassS1QI0DHsqwuof9-lA,f4v6QDA88r8RZAEpCsVsTQ,2016-05-09,local divey bar. good prices and cute dogs !,0
O2cLeZe_YMPVnThflDX9Zg,jI2nx8IIPtmhC1O_kXECeA,2016-11-22,Corn puddin'. Corn puddin'. Corn puddin'.,0
3rzQnS4ANsIQIkC9ARftiQ,a6E2vlWZtyoOjVyY65ILVw,2012-05-20,Great little stadium and a great value. Always a good time.,0
M83ABiFSIE2Zw_ylFRgThA,s0fEshGRk0T9_rPAuN4P9g,2013-08-17,Get here early for breakfast! We arrived this morning at around 9 and by 9:30 it was pretty full.,0
VeFfrEZ4iWaecrQg6Eq4cg,nj5LMAPzgRGNEIOwhHK6lA,2011-07-24,Best charburgers are good and chicken tacos have good quality chicken. They will do lettuce wrapped chars as well if requested.,0
XWJASeDmCSNq6Uo2CTZOiw,TWDHHv7fZZvD78dGwNz2UQ,2014-06-08,Their dark chocolate covered pretzels are pretty good,0
DuazCrDIuzy9hCg448MN5A,DDrdv4rDVoPQbz5-z-8VHg,2012-03-16,You get to come in and slap-a-da-bass man!,0
6d25hRt6Hz4SPc9Ih327gw,r_82uuMMOAXhLnGnhbNddw,2013-02-23,Yummmmmmy pizza.,1
Gstw7erE6199OMgsbFAqWA,sLgekUp1uedWpnDsztvkVw,2018-03-30,Need my coffee!,0
bbL7sLg9gR3_08LZOriyTA,-G7Zkl1wIWBBmD0KRy_sCw,2015-01-26,Nice place to wait on the snowstorm of the year.,0
psQk-5w5Wy1uB1BuMaHwGQ,6bVqgocLbgPxTFEpGl0j7Q,2011-04-07,Great dark roast drip coffee.,0
5xPeWp-SR7RfRju2NWr8EA,HoYhHpygC-HQWdVOkh00gw,2014-03-13,"Try the agua frescas, they're fantastic!",0
wc2MyaDzu8Wq_4DQVMrjSA,E5KZfaq9g1h3zgT3ivwRlQ,2011-04-28,Too small,0
14QP5lOdrTAVVCDDuHIAUg,vVGrVqjQlBvj5bAporAIkQ,2015-05-21,Best tamales I have ever tasted!,0
jQBPO3rYkNwIaOdQS5ktgQ,vYLsRS-stYrFwifpP7CsPA,2012-03-18,Heaven!! Ice cream drinks and I'm not in Wisconsin,0
VukzFZ2A9LwmankbTpBsDw,z7Fd9GM8_fESYUSFSKCvGQ,2016-07-30,$4 eye brow threading within 15 minutes,0
mLrlt1RM8NG7vY-Le8hVww,dYzmK4IvlFHN-sUrsnyg9Q,2015-05-23,"Grabbing lunch, B and B burger",0
PGd06nrseC2YAIqP6S9gUA,M8kqIA2VGOsQAR8ukwhFlw,2015-05-17,They don't split check!! Just one credit card for 9ppl?? What?? Who does that??,1
196CWwMAtAcA21jYiMyRzg,pOLBTQDx_G2jCQdhcX8HMg,2016-05-05,Nothing like an early morning buzz.,0
DJim4p_UABTUcIKsZTxARg,w850gjGAL8fOy3C3eh9a9w,2015-09-13,Love it!!!!!!!!!!,0
xQreDqua1NcWepPcxSnPjw,FewOog095KFPHUNVxCIncQ,2014-09-12,Great views!!!!!,0
JkyaiVuPOM9A0BavyjTaBA,G-l9ihg3sRAiGTuZLDmJTQ,2014-03-18,My favorite burger in Reno.,0
L8ny0WbdhoZSCicHh_fBCA,cogPv5baWhsR-_Dcw3-Taw,2012-01-08,"Get the chicken burrito bowl! Instead of getting the rice, I double up on my beans for more fiber!",0
tixiynQF8-KztXQLpyctJA,bYENop4BuQepBjM1-BI3fA,2012-06-02,Dog friendly patio.,0
z2-f5vr9p-MFgz0yZeEpIA,N78Jt21gGhCTIxTpJ_rUyg,2015-09-11,Looks like Hogwarts...look forward to NOT becoming a check in regular,0
MG5FKykJ8gvvZlgv3Xhe0w,_N0RHBTw0D5jjiqbMzPjUg,2012-01-12,Ummmmm,0
Xcs-71Nyvs530d6oj_Z_kw,IowMQuIh0KkFa_a_plAIRQ,2010-04-04,Grub,0
ldr7iDtxFXX-q7tJuXqlGQ,0_NbnQy2AwOUDtDUr4uDTg,2013-08-29,Margherita pizza was awesome and I got a free beer for checking in ...,0
mmgLzBE0vjgZGY31EOrPIw,Q1x-jNNejmOYv2KNBeBaNg,2014-09-06,Love this gym and specifically drive a little bit further to Mount Laurel to train with Gina! Go see her.. Never had the same work out twice in four years which is a testament to her and the equipment at this place!,0
csS_UrBujOvjASbX3gLW7w,fR5x6zfrcWuOV74fx5oIMA,2014-03-16,"If takeout, it takes them a while to get it all together.",0
ijZP_SZg8DJKYwAMjz-xSg,xy8g2CWmhScQ946xSyRUAw,2011-04-29,The whole place smells of piss,0
6YfFRlZ2XgYc4tjcG1dGFQ,pou3M3Lv2n5MWkYLlQLIvA,2014-03-13,Hot Fusion bun combos pictured. Pork and chive dumplings are homemade and delicious!,0
NuMR1xJu6Ewxaicc4yLOFw,xCrZ97LJEiV8YqRqaU-rSg,2014-06-13,Yum tried the chicken strips well worth it,0
F_KRsGlJJSS7_N2xOErJDw,zg868OaUB7y8eowPiyKkZQ,2016-11-29,Don't even try to bring your car in for service. They won't answer the phone nor will they call you back. How they stay in business I don't know.,0
O0tET8uqEGeZh9LRZjVMlw,s8C7D6o_KI199rZYSFWjKw,2016-04-04,Very helpful.,0
H9fkf4Xkj_j7Zxs1FmY58Q,H8vKBR7E4ti9r0ZXAwovGQ,2015-01-17,Our favorite local Mexican place. Great staff amazing food and yummy desserts!!!,0
wqXxljKfGErIHz3LQfuQlg,lMY8NBPyzlPbbu-KBYfD9A,2016-03-25,Got body? Building?,0
zGiOO2bxasexYRQt6y9ClA,IfUap3l-UVc7-FH_j8wPFw,2011-10-30,Over 20 people at the check-out line and just one cashier. : S,0
u9XTeDl_If4U5Eixl6ys7g,GuTNry0VCUhR22UvG_Il4A,2014-03-16,Andy is the best,0
