business_id,name,address,city,state,postal_code,latitude,longitude,is_open,categories,review_count,stars,effective_date,expiry_date,current_flag
wl69QZhv9GvYycW97DW05g,GrowHealthy - Brandon,1525 E Brandon Blvd,Brandon,FL,33511,27.9370999875,-82.2624700516,true,"Pharmacy, Cannabis Clinics, Health & Medical, Shopping, Cannabis Dispensaries",32,3.5,2025-02-24,9999-12-31,true
7mOTgpIGoZ-6cF6hHhMvZw,Fred Meyer,5230 W Franklin Rd,Boise,ID,83705,43.6027565002,-116.2439041138,true,"Grocery, Fashion, Drugstores, Food, Shopping, Department Stores",8,4,2025-02-24,9999-12-31,true
rT9Eg9GdrvBcxuG9TH_RQA,MEC South Edmonton Common,1624 99 Street NW,Edmonton,AB,T6N 1N5,53.4457339239,-113.4873230879,true,"Sporting Goods, Fashion, Outdoor Gear, Bikes, Sports Wear, Shopping",7,4.5,2025-02-24,9999-12-31,true
w8C_pRQvdIXQ5VRWlW2M3w,The Human Bean,3380 Kietzke Ln,Reno,NV,89502,39.4921888,-119.7886223687,true,"Juice Bars & Smoothies, Bagels, Coffee & Tea, Food",37,4.5,2025-02-24,9999-12-31,true
niEm9LkcLOrvsDzjXD6WpQ,New Orleans Hamburger & Seafood Co.,2515 B Manhattan Blvd,Harvey,LA,70058,29.8768457,-90.0482728,true,"Fish & Chips, Burgers, Seafood, Restaurants",113,3.5,2025-02-24,9999-12-31,true
hw923zJjFiIIdmjqu9VWkA,Auburn Hill Apartments,840 Auburn Hill Dr,Indianapolis,IN,46224,39.7777515292,-86.2616817108,true,"Apartments, Home Services, Real Estate",7,2,2025-02-24,9999-12-31,true
pCmaISSyKum22MOtPOxL-w,Philadelphia Phillies,Citizens Bank Park,Philadelphia,PA,19176,39.9057900395,-75.1663008124,true,"Arts & Entertainment, Professional Sports Teams",94,4.5,2025-02-24,9999-12-31,true
EbrK0e_Mv-B4bM_xL1BgkQ,Style America,"West Edmonton Mall, 2902 - 8882 170th St NW",Edmonton,AB,T5T 3J7,53.5235519,-113.6157074,true,"Shopping, Fashion, Women's Clothing, Formal Wear, Bridal",7,1,2025-02-24,9999-12-31,true
3MlRzdQOWtqoIPOJCD4Yig,Superior Transmissions,"2601 E Henry Ave, Ste B4",Tampa,FL,33610,27.9992077,-82.4304516,true,"Transmission Repair, Auto Repair, Automotive",5,3.5,2025-02-24,9999-12-31,true
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,933 N Broad St,Philadelphia,PA,19123,39.971145,-75.15902,true,"Chicken Wings, Restaurants, Fast Food",11,3.5,2025-02-24,9999-12-31,true
V4THIJk9uhoxL7f06fK5VA,Roundabout Catering,631 Dunn Cir,Sparks,NV,89431,39.528286,-119.734864,true,"Caterers, Party Equipment Rentals, Food, Venues & Event Spaces, Event Planning & Services, Restaurants, Food Delivery Services",38,5,2025-02-24,9999-12-31,true
ifofBiQeb6DI0-u0KEQybg,HAPPYJAXX,801 Magazine St,New Orleans,LA,70130,29.945239,-90.069555,true,"Salad, Restaurants, Breakfast & Brunch, Food",24,4,2025-02-24,9999-12-31,true
RXvxF6uZLUNiblUgV0DYGw,Citipointe Church,7533 Lords Chapel Dr,Nashville,TN,37211,36.0266418457,-86.7101076087,true,"Religious Organizations, Churches",6,4,2025-02-24,9999-12-31,true
RaudZPPMftkimn3jgw5D2g,Bank of America Financial Center,451 W Main St,Hendersonville,TN,37075,36.301861349,-86.631506292,true,"Financial Services, Real Estate, Home Services, Mortgage Brokers, Banks & Credit Unions",8,1.5,2025-02-24,9999-12-31,true
mGpLYGly9TmJsWiELfHXYg,Raz'z Restaurant,408 Sam Ridley Pkwy,Smyrna,TN,37167,35.986072,-86.549655,false,"Cajun/Creole, Restaurants, American (New)",44,3.5,2025-02-24,9999-12-31,true
_cndcbuaqSRW5f-MeZasNw,Toyama Japanese Steak House,15532 Old Hickory Blvd,Nashville,TN,37211,36.040788,-86.7402801,true,"Steakhouses, Chinese, Japanese, Restaurants, Korean, Sushi Bars",142,3,2025-02-24,9999-12-31,true
iapJoe3OzxeZqOGUJxnG3w,Fresh Healthy Cafe,4005 Clover Bar Road,Sherwood Park,AB,T8H 0M4,53.5568884242,-113.2741134955,true,"Cafes, Juice Bars & Smoothies, Restaurants, Fast Food, Food",8,3.5,2025-02-24,9999-12-31,true
HLzoOLTC48DPyG2gGD3g8w,Pristine Dry Cleaner,"1400 Parkway Ave, Ste B6",Ewing,NJ,08628,40.2668877,-74.8056572,true,"Laundry Services, Sewing & Alterations, Local Services, Dry Cleaning",5,4,2025-02-24,9999-12-31,true
dxNmbVCP-HGrDkPi4lqKDw,Cherry Hill Motors-Mercedes-Benz Leasing,1800 Marlton Pike W,Cherry Hill,NJ,08002,39.9190822,-75.0314522,true,"Automotive, Auto Repair, Car Dealers",7,2,2025-02-24,9999-12-31,true
o9o6Doucymlma6aU7e22DA,Levittown Lanes,8815 New Falls Rd,Levittown,PA,19054,40.1750656571,-74.8307601694,true,"Active Life, Bowling",15,2,2025-02-24,9999-12-31,true
lo2VbA7Lwzu3i23pQpmzlw,Starbucks,"1125 S Black Horse Pike, Space 575",Gloucester Township,NJ,08012,39.78403,-75.05207,true,"Food, Coffee & Tea",15,3,2025-02-24,9999-12-31,true
WMI3BjDby0U-IF6NnN0SXA,Cherry Hill Pizza,110 Barclay Shopping Ctr,Cherry Hill,NJ,08034,39.9100678,-74.9958273,true,"Restaurants, Pizza",27,3,2025-02-24,9999-12-31,true
TteUG63xhW8ORWNzQ1i_1w,Gap,615 Paseo Nuevo,Santa Barbara,CA,93101,34.419317,-119.699999,true,"Sporting Goods, Women's Clothing, Shopping, Men's Clothing, Fashion, Sports Wear, Children's Clothing",10,2,2025-02-24,9999-12-31,true
0oogOBGXNj39Wnl2SKoe0w,Breakfast Club,10150 US Highway 19,Port Richey,FL,34668,28.3052669,-82.7011217,true,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food",80,4.5,2025-02-24,9999-12-31,true
u-QBVccU0cRK1pehKL4n0g,Odessa Family Restaurant,8741 Gunn Hwy,Odessa,FL,33556,28.0920633,-82.5785573,false,"Restaurants, American (New)",17,2.5,2025-02-24,9999-12-31,true
902y4z16-TKyS9UcThCGYA,MRCKA's Dojo Pizza,4601 Morganford Rd,Saint Louis,MO,63116,38.584834,-90.266358,false,"Italian, Restaurants, Pizza",10,4,2025-02-24,9999-12-31,true
jRyuScTMHEyPmlghZv8mnA,Nashville West Shopping Center,6716 Charlotte Pike,Nashville,TN,37209,36.1382175,-86.8875329,true,"Shopping, Shopping Centers",16,4.5,2025-02-24,9999-12-31,true
1WrtDs4KZPkOpYxchAwsuw,O'Reilly Auto Parts,5714 Charlotte Pike,Nashville,TN,37209,36.1502841,-86.8608501,true,"Auto Parts & Supplies, Automotive",6,4.5,2025-02-24,9999-12-31,true
dcHPZZ6lgqm_VAcQjOUoMg,Mr.Smoke,11125 N Dale Mabry Hwy,Tampa,FL,33618,28.050101,-82.5035516,true,"Tobacco Shops, Vape Shops, Head Shops, Shopping",5,2.5,2025-02-24,9999-12-31,true
a8eIw8vCk-kIe__G6NUfaA,China Wok,10714 Countryway Blvd,Tampa,FL,33626,28.0571712,-82.6237785,false,"Chinese, Restaurants",17,3.5,2025-02-24,9999-12-31,true
DZxerONFBdoY0zFYeeOc0Q,St. Louis Kaplan Feldman Holocaust Museum,12 Millstone Campus Dr,Saint Louis,MO,63146,38.6851071813,-90.4069123754,true,"Museums, Arts & Entertainment",12,5,2025-02-24,9999-12-31,true
Wz5Ky7sW5jyCkouCCsdP_w,Out of the Closet - St. Petersburg,3400 26th Ave S,St. Petersburg,FL,33711,27.7444017,-82.6798601,true,"Walk-in Clinics, Medical Supplies, Pharmacy, Furniture Stores, Thrift Stores, Fashion, Drugstores, Used, Vintage & Consignment, Community Service/Non-Profit, Diagnostic Services, Home & Garden, Laboratory Testing, Shopping, Health & Medical, Local Services, Medical Centers",21,4,2025-02-24,9999-12-31,true
ITnfS2v029e56jZcJbr7aQ,Beauty Depot,2319 34th St S,St. Petersburg,FL,33711,27.7472732,-82.6802401,true,"Beauty & Spas, Cosmetics & Beauty Supply, Shopping",8,3.5,2025-02-24,9999-12-31,true
ctDyeSkk2VMEbRogxAtYFw,Pennsylvania Oral Surgery & Dental Implant Centers,207 N Broad St,Philadelphia,PA,19107,39.9565069284,-75.1623848453,true,"Oral Surgeons, Health & Medical, Cosmetic Dentists, Dentists, Orthodontists",9,3.5,2025-02-24,9999-12-31,true
WhcwzJgwkgbmDpRWB0FsMA,Artistic Eyewear,127 N High St,West Chester,PA,19380,39.9611755,-75.605589,true,"Eyewear & Opticians, Shopping",5,5,2025-02-24,9999-12-31,true
iq0qAJ2Oc3myUTTMLseTXA,Lorenzo & Sons Pizza,27 North High St,West Chester,PA,19380,39.9604595,-75.6049474,true,"Restaurants, Pizza",71,3.5,2025-02-24,9999-12-31,true
tXf6TpqHOLiwyMNbYAOOCQ,The Little Lamb,"2475 N McMullen Booth Rd, Ste J",Clearwater,FL,33759,28.0114224507,-82.7109746614,true,"Pubs, Gastropubs, Bars, Nightlife, American (New), Restaurants",307,4.5,2025-02-24,9999-12-31,true
WQ832PDnsDshhbQFm83ISg,Villagio Cinemas,11778 N Dale Mabry Hwy,Tampa,FL,33618,28.055282,-82.506247,true,"Cinema, Nightlife, Pizza, Italian, Arts & Entertainment, Burgers, Restaurants, Lounges, Bars",285,3,2025-02-24,9999-12-31,true
LV61BcSaXlWsFR7_BJHJ9g,Super 8 Nashville Airport,720 Royal Pkwy,Nashville,TN,37214,36.1451283,-86.66477,true,"Travel Services, Airports, Event Planning & Services, Hotels, Hotels & Travel",12,3.5,2025-02-24,9999-12-31,true
aJpDjaMVhWZRLdwZtqQjEg,T.H.I.S. Place,10382 105 Street,Edmonton,AB,T5J 1E6,53.5460723,-113.5012494,false,"Ice Cream & Frozen Yogurt, Vietnamese, Desserts, Food, Coffee & Tea, Restaurants",24,4.5,2025-02-24,9999-12-31,true
rNcsE2O5FwQMNdabogX7Mg,O'Reilly Auto Parts,4650 Nolensville Rd,Nashville,TN,37211,36.0693696,-86.7196702,true,"Auto Parts & Supplies, Automotive",6,5,2025-02-24,9999-12-31,true
5PDNXMquh1C9E089G1RY2g,Ob's Pizza Pub & Eatery,2102 N Mitthoeffer Rd,Indianapolis,IN,46229,39.797385,-85.9921824,true,"Nightlife, Pubs, Pizza, Bars, Restaurants, American (Traditional), Music Venues, Arts & Entertainment, Dance Clubs",10,3.5,2025-02-24,9999-12-31,true
x483GUYbdSgjaX9Xi3nOUA,Mirna's,417 Old York Rd,Jenkintown,PA,19046,40.0964196,-75.1260276,false,"Restaurants, Mediterranean",26,3.5,2025-02-24,9999-12-31,true
tThP9jkCZHTrFvwEhGeKzw,Divine Creations Unisex Salon,509 S 52nd St,Philadelphia,PA,19143,39.9516457,-75.2263698,true,"Hair Salons, Beauty & Spas",5,4.5,2025-02-24,9999-12-31,true
UJE-f8gVEB2za5QPZd_wVw,Pizza Hut,317 W Esplanade Ave,Kenner,LA,70065,30.0226540534,-90.2691832749,true,"Italian, Fast Food, Chicken Wings, Restaurants, Pizza",16,2,2025-02-24,9999-12-31,true
3GGGwkQ8A0ICQTfwTKPiQw,Captain D's,2123 Memorial Blvd,Springfield,TN,37172,36.4922337558,-86.875317026,true,"Fast Food, Fish & Chips, American (Traditional), Seafood, Restaurants",10,2,2025-02-24,9999-12-31,true
Y3ZCO17N1_T_Ms1JmswwzA,Taqueria Pico De Gallo,2618 S 6th Ave,Tucson,AZ,85713,32.1920174772,-110.968540052,true,"Mexican, Restaurants",397,4,2025-02-24,9999-12-31,true
2STdNUM3QLhnPfZF5X9eBw,Downtown Cleaners,206 4th Ave N,Nashville,TN,37219,36.1641199,-86.7788099,false,"Laundry Services, Dry Cleaning & Laundry, Local Services",7,2.5,2025-02-24,9999-12-31,true
AjEg3RzLzQwv4xPPzTc6wQ,Burger King,916 Veterans Memorial Blvd,Metairie,LA,70005,30.0010945472,-90.1325079767,true,"Hot Dogs, Burgers, Restaurants, Fast Food",23,1.5,2025-02-24,9999-12-31,true
PaOJy2n3oRBpIigV6TMxlg,Old Country Buffet,650 Commerce Blvd,Fairless Hills,PA,19030,40.1880129,-74.8662818,false,"Restaurants, American (Traditional), Breakfast & Brunch, American (New), Buffets",27,2.5,2025-02-24,9999-12-31,true
0fvCfMxK4GXVOG2QK-esCA,Coin Laundry,905 N Carrollton Ave,New Orleans,LA,70119,29.9809468,-90.0942656,true,"Local Services, Dry Cleaning & Laundry, Laundromat, Laundry Services",14,4,2025-02-24,9999-12-31,true
X_BAJL4zKaWpU_rreXLcVA,Closets by Design - South East Pennsylvania,"60 Three Tun Rd, Ste 1",Malvern,PA,19355,40.0362978056,-75.5544781212,true,"Contractors, Home Services, Cabinetry, Interior Design",6,4.5,2025-02-24,9999-12-31,true
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,38th and Spruce,Philadelphia,PA,19104,39.9512903,-75.1992768,true,"Restaurants, Food, Caribbean, Food Trucks",81,4,2025-02-24,9999-12-31,true
TTsBa6e2qgIEkiFQfYLmYA,Twistee Treat - New Tampa,8810 New Tampa Blvd,Tampa,FL,33647,28.1440679511,-82.3539949058,true,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, American (Traditional), Food, Desserts, Hot Dogs, Restaurants",70,3.5,2025-02-24,9999-12-31,true
Cr-uaPrfvG7tvqzLGAGErA,Kyoto Japanese Cuisine,8701 109 Street NW,Edmonton,AB,T6G 2L5,53.5231333193,-113.5113531433,true,"Japanese, Restaurants, Sushi Bars, Asian Fusion",58,3.5,2025-02-24,9999-12-31,true
cDDxC4MS5YrRKTBr7j6iAg,Ascension Saint Thomas Urgent Care - Nashville - Inglewood,3024 Gallatin Pike,Nashville,TN,37216,36.2046621,-86.7373599,true,"Medical Centers, Urgent Care, Walk-in Clinics, Health & Medical, Doctors, Family Practice",14,2,2025-02-24,9999-12-31,true
DM48fucxfXKf--e3ZqHq0Q,"Tires, Etc",515 W Baltimore Ave,Clifton Heights,PA,19018,39.9268764,-75.3055492,true,"Automotive, Tires",80,2,2025-02-24,9999-12-31,true
hOnVPQXS9ZJU9njHY9aZwQ,Tesla Service Center,8280 Castleton Corner Dr,Indianapolis,IN,46250,39.9068,-86.07141,true,"Solar Installation, Auto Repair, Home Services, Automotive, Car Dealers",7,4.5,2025-02-24,9999-12-31,true
ws-gbVjt56zCQC-CR5pjTQ,Dunkin',717 Cypress Village Blvd,Ruskin,FL,33573,27.7139046,-82.3764519,true,"Coffee & Tea, Bagels, Ice Cream & Frozen Yogurt, Food, Donuts",29,2.5,2025-02-24,9999-12-31,true
Cgt1HwatFE0sscdH6SlijA,Ellerslie Gift & Garden,10330 Ellerslie Road SW,Edmonton,AB,T6W 1A1,53.4263451659,-113.4950146099,true,"Food, Furniture Stores, Accessories, Flowers & Gifts, Nurseries & Gardening, Home & Garden, Shopping, Fashion",8,4,2025-02-24,9999-12-31,true
tDFlxSHAU1OkFjSXeVb9fg,All About Vacuums,1776 S Easton Rd,Doylestown,PA,18901,40.2789491,-75.1268805,true,"Appliances, Shopping, Local Services, Sewing & Alterations, Home Services, Home & Garden, Heating & Air Conditioning/HVAC, Appliances & Repair",5,5,2025-02-24,9999-12-31,true
zxpJ4Frr8Zoru-YaNzOxzw,China Spring,8165 Hwy 100,Nashville,TN,37221,36.0441354,-86.9579331,true,"Chinese, Restaurants",33,3.5,2025-02-24,9999-12-31,true
j5U5O3scMvPe67jzJcWFug,Zaxby's Chicken Fingers & Buffalo Wings,11619 W Hillsborough Ave,Tampa,FL,33635,28.0146920537,-82.6140054742,true,"Restaurants, Chicken Shop, Chicken Wings, Salad, Fast Food",37,3,2025-02-24,9999-12-31,true
gkh6xzmRJvEjVV63LffsRQ,Valentine Plumbing,,Tucson,AZ,85716,32.2479302,-110.9208593,true,"Plumbing, Water Heater Installation/Repair, Home Services",8,4.5,2025-02-24,9999-12-31,true
s5tg9sBfO3FhJyvivXe15A,Bank of Tucson,6400 N Oracle Rd,Tucson,AZ,85704,32.3232104,-110.9742745,false,"Banks & Credit Unions, Financial Services",7,2.5,2025-02-24,9999-12-31,true
gv9IWG3dejsacl6xPG-yyg,Little Caesars,4091 Mallory Ln,Franklin,TN,37067,35.9331871,-86.8246085,true,"American (New), Restaurants, Food, Pizza",14,2,2025-02-24,9999-12-31,true
bk3u2UQoo516mPz9e1_vqw,CAVA,"3741 W Chester Pike, Ste 107",Newtown Square,PA,19073,39.9870475,-75.4059742,true,"Mediterranean, Restaurants, Salad",5,5,2025-02-24,9999-12-31,true
RCguFZat10TcbDMeeeM3IQ,El Pollo Loco,8030 S Virginia St,Reno,NV,89511,39.4555489488,-119.7781964498,true,"Restaurants, Chicken Wings, Mexican, Fast Food",73,3,2025-02-24,9999-12-31,true
IZv79jZv6el1sBHrG7426g,J Gilbert's Wood-Fired Steaks & Seafood St Louis,"17A W County Ctr, Ste A102",Des Peres,MO,63131,38.6017712,-90.4475467,true,"Steakhouses, American (New), Restaurants, Seafood",268,4,2025-02-24,9999-12-31,true
KNENdro7IkpUSzNH6LthpA,Tatums Bait & Tackle,2445 34th St S,St. Petersburg,FL,33711,27.7456212973,-82.6796751114,true,"Shopping, Outdoor Gear, Active Life, Fishing, Sporting Goods",6,3.5,2025-02-24,9999-12-31,true
zzHtFjfM7NvuVM1HTsCLGA,Nom Nom Japanese Kitchen,35 W Lancaster Ave,Paoli,PA,19301,40.0420645,-75.4858339,false,"Sushi Bars, Ramen, Restaurants, Japanese",35,4.5,2025-02-24,9999-12-31,true
AobR6FbXcVzagwthMfdIzQ,Hollywood Tans,579 Cross-keys Rd,Sicklerville,NJ,08081,39.7386711,-75.0019867,true,"Tanning, Beauty & Spas",5,2.5,2025-02-24,9999-12-31,true
4-WY7Omp6ibxkdKk3abQ3A,Community Hospital South,1402 E County Line Rd,Indianapolis,IN,46227,39.637759,-86.132597,true,"Health & Medical, Hospitals",32,2.5,2025-02-24,9999-12-31,true
TOQWqz5Cmd9H_va3HqYlIw,Gateway Moving & Storage,12747 Olive Blvd,Saint Louis,MO,63141,38.6806214,-90.4716907,true,"Movers, Home Services, Self Storage, Local Services",16,1.5,2025-02-24,9999-12-31,true
Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,250 Catharine St,Philadelphia,PA,19147,39.9378287,-75.1482632,true,"Food, Seafood, Sardinian, Gelato, Restaurants, Pizza, Italian",85,4.5,2025-02-24,9999-12-31,true
3raJa_XvtP3biGDw1gFJ5Q,Suzie Q's Diner,9124 Seminole Blvd,Seminole,FL,33772,27.8555338,-82.7877341,false,"Breakfast & Brunch, Restaurants, Sandwiches, American (Traditional), Diners",26,4,2025-02-24,9999-12-31,true
qluIWCzDpeZfddykm_2gYg,North American Motor Inns,4444 City Ave,Philadelphia,PA,19131,40.0031369,-75.2213329,true,"Hotels, Event Planning & Services, Hotels & Travel, Caterers",25,1,2025-02-24,9999-12-31,true
WMgB7_odx8hk3BFQAIZ5hQ,Thai Phooket Smyrna,"1890 Almaville Rd, Ste 100",Smyrna,TN,37167,35.9317024,-86.5338211,true,"Laotian, Restaurants, Thai, Vietnamese",76,4,2025-02-24,9999-12-31,true
1DS3z3E0c4rX61vAxrXJuQ,Efi Services,5720 Heebe St,New Orleans,LA,70123,29.9609441,-90.1965195,true,"Automotive, Auto Repair",5,4,2025-02-24,9999-12-31,true
eDPIWwZZWLc88nNE5vAwig,49th Street Tires Clearwater,12290 49th St N,Clearwater,FL,33762,27.8834884,-82.7007782,true,"Tires, Automotive, Auto Repair, Auto Parts & Supplies, Car Dealers, Body Shops, Oil Change Stations",5,5,2025-02-24,9999-12-31,true
N4Yhp3p8lOoJdi-2E8yTsg,Almost Home Animal Shelter,"9140 Pennsauken Hwy, Ste C",Pennsauken,NJ,08110,39.9780547,-75.0226893,true,"Pets, Animal Shelters, Pet Stores",7,1.5,2025-02-24,9999-12-31,true
dEjlpLUtjv4ax2HtRKT8ng,Strike & Spare Family Fun Center,5315 Nolensville Pike,Nashville,TN,37211,36.0527812,-86.7154941,true,"Active Life, Bowling",11,2.5,2025-02-24,9999-12-31,true
HJe8eEH5qXRjQMAh1VfV_w,Kobe Japanese Steakhouse,2773 66th St N,St. Petersburg,FL,33710,27.7969526,-82.7278308,true,"Japanese, Steakhouses, Restaurants, Sushi Bars, Teppanyaki",91,4.5,2025-02-24,9999-12-31,true
WSVFcew59zWFZryWUVQACA,Drainmen Plumbing,21 N Hanover St,Pottstown,PA,19464,40.2464458,-75.6505616,true,"Water Heater Installation/Repair, Septic Services, Contractors, Local Services, Home Services, Plumbing",16,4,2025-02-24,9999-12-31,true
XsjesLpDVSToQIxSeON70A,Pizza Hut,202 Lemmon Dr,Reno,NV,89506,39.6132777,-119.8478089,true,"Chicken Wings, Fast Food, Restaurants, Pizza, Italian",48,2,2025-02-24,9999-12-31,true
E-iR_Q_r2Kz96daIZtEukQ,Hilton Garden Inn St Pete Beach,6100 Gulf Blvd,St Pete Beach,FL,33706,27.7326910656,-82.7468123435,true,"Hotels & Travel, Event Planning & Services, Hotels",11,4.5,2025-02-24,9999-12-31,true
f5ceNvlWY1_titg1fCO7Ow,Stangherlin Chiropractic Clinic,8834 N 56th St,Tampa,FL,33617,28.0303515,-82.3938975,true,"Massage, Beauty & Spas, Physical Therapy, Health & Medical, Chiropractors",6,5,2025-02-24,9999-12-31,true
5F7ZVghsgRunOIY3qP8dxQ,Diva nails,4056 Kietzke Ln,Reno,NV,89502,39.485423,-119.788506,true,"Eyelash Service, Waxing, Hair Removal, Beauty & Spas, Nail Salons",138,3.5,2025-02-24,9999-12-31,true
_uQEKHH0R5fxrYkLrUI9pQ,Gu Wei Noodles & Grill,"18101 Highwoods Preserve Pkwy, Ste 100",Tampa,FL,33647,28.1316091,-82.3691327,true,"Szechuan, Noodles, Restaurants, Chinese",40,4.5,2025-02-24,9999-12-31,true
qqgF0IFbi5N7OzRz4ZP41A,Morellis Cleaners,1418 S Rangeline Rd,Carmel,IN,46032,39.957392,-86.127763,true,"Local Services, Laundry Services, Dry Cleaning & Laundry, Dry Cleaning",7,4,2025-02-24,9999-12-31,true
26UqMBVhJ4k_uRMoC24owQ,CarHeroes,11715 E Dr Martin Luther King Jr Blvd,Seffner,FL,33584,27.9809816,-82.2996991,true,"Used Car Dealers, Automotive, Car Dealers",11,3,2025-02-24,9999-12-31,true
lhsQkb5nhf-Kd5OvgB9MNg,Sachiko Sushi,3210 E Valencia Rd,Tucson,AZ,85706,32.1336786,-110.9234427,true,"Japanese, Restaurants, Sushi Bars",191,3.5,2025-02-24,9999-12-31,true
kwYgD9_djl15bZPox5sFYQ,Stanley Jewelers,"3501 N Causeway Blvd, Ste 725",Metairie,LA,70002,30.0127115,-90.1539606,true,"Shopping, Jewelry",8,4.5,2025-02-24,9999-12-31,true
G0jHNZzhiHWCYZmZWCg-6w,Downtown Diner,1400 Niedringhaus Ave,Granite City,IL,62040,38.7013636,-90.1472908,true,"Restaurants, Diners",8,4,2025-02-24,9999-12-31,true
ndCZlGdo253p7DBBCY5fCw,Costco Car Wash,2051 South Cole Rd,Boise,ID,83709,43.5847167186,-116.2768636477,true,"Automotive, Auto Detailing, Car Wash",7,3,2025-02-24,9999-12-31,true
g0PEJmWZDOlMkDIL5fGFig,Women's Care Florida,1840 Mease Dr # 110,Safety Harbor,FL,34695,28.0386621,-82.7063746,true,"Nutritionists, Fertility, Doctors, Urologists, Midwives, Obstetricians & Gynecologists, Health & Medical, Medical Centers",7,2.5,2025-02-24,9999-12-31,true
FZFPZehgAPVHart6C9U3Og,legacy tattoo,"4500 N Oracle Rd, Ste 337B",Tucson,AZ,85705,32.2885001,-110.9741348,true,"Tattoo, Beauty & Spas",6,4,2025-02-24,9999-12-31,true
qbzS1MqOk6x2aPYzxxEqRg,SBG Idaho,"528 S Americana Blvd, Ste 160",Boise,ID,83702,43.617806,-116.21599,true,"Martial Arts, Fitness & Instruction, Trainers, Boxing, Gyms, Active Life",7,4.5,2025-02-24,9999-12-31,true
ilVGsC87BfopszGWw2qdXg,Spice Kitchen,2717 Ridge Pike,Trooper,PA,19403,40.1462266587,-75.3931311565,false,"Indian, Restaurants",49,3,2025-02-24,9999-12-31,true
__yJPcT-C68DuQ4dHdsrmg,Dentistry on 1st,4801 N 1st Ave,Tucson,AZ,85718,32.2941295058,-110.9616443264,true,"Dentists, Cosmetic Dentists, Health & Medical, Endodontists, General Dentistry",20,2.5,2025-02-24,9999-12-31,true
x-HQh-lEouO2Dpn5_noaaw,Yogasoul,811 Wedgewood Ave,Nashville,TN,37203,36.1339460315,-86.7803091556,true,"Active Life, Yoga, Fitness & Instruction",10,4.5,2025-02-24,9999-12-31,true
_YgRJ_nOCKEQi7e3K-soXQ,The Good Life Smoke Shop,3309 W Kennedy Blvd,Tampa,FL,33609,27.9451157,-82.4978944,true,"Vape Shops, Head Shops, Shopping",11,4,2025-02-24,9999-12-31,true
iJcl9s4kfJfyvUkgbtVlzw,First State Women's Care,"4745 Ogletown Stanton Rd, Ste 106",Newark,DE,19713,39.692059,-75.669905,true,"Obstetricians & Gynecologists, Doctors, Beauty & Spas, Health & Medical, Skin Care, Midwives",5,1.5,2025-02-24,9999-12-31,true
4pulWN3dexQJ6BkEkFbwpw,Grand Shores West Resort,17350 Gulf Blvd,North Redington Beach,FL,33708,27.8219254,-82.8274979,true,"Event Planning & Services, Hotels & Travel, Hotels",12,2.5,2025-02-24,9999-12-31,true
6C1ZZxkjaEdRBQpIPjWcbg,Super Heat and Air,3654 W Cypress St,Tampa,FL,33607,27.9513288,-82.5032345,true,"Home Services, Heating & Air Conditioning/HVAC, Local Services, Air Duct Cleaning",9,3.5,2025-02-24,9999-12-31,true
u7G1ai5CZlRG-U8ZQ8yoEA,Harleysville Beverage,337 Main St,Harleysville,PA,19438,40.2717114474,-75.3785805544,true,"Tobacco Shops, Food, Beer, Wine & Spirits, Shopping",7,3,2025-02-24,9999-12-31,true
EQjJzvWs72ZPzhLQC9SiPA,Rosen & Dworkin,350 Rte 73 S,Marlton,NJ,08053,39.8886852,-74.9233205,true,"Cosmetic Dentists, Oral Surgeons, Periodontists, Health & Medical, General Dentistry, Dentists",25,4.5,2025-02-24,9999-12-31,true
plobBsTtVUODb353xxFT_g,Sushi Rose,"2005 Sierra Highlands Dr, Ste 147A",Reno,NV,89523,39.5347847599,-119.8694408537,true,"Sushi Bars, Restaurants",634,3.5,2025-02-24,9999-12-31,true
F_KRsGlJJSS7_N2xOErJDw,Jones West Ford,3600 Kietzke Ln,Reno,NV,89502,39.4895815,-119.7881994,false,"Auto Repair, Body Shops, Auto Parts & Supplies, Automotive, Car Dealers",254,1.5,2025-02-24,9999-12-31,true
LTTRaIO-p4zjvXtw9zm1Wg,Mi Caribe,3701 Lindell Blvd,Saint Louis,MO,63108,38.638548,-90.2366249,false,"Restaurants, Cuban, Puerto Rican, Caribbean, Dominican, Latin American",96,4,2025-02-24,9999-12-31,true
hst6dLda-vrxZKBwA5ZGpg,Full Ride Cycling,2227 10th Ave S,Nashville,TN,37204,36.1270778,-86.7863447,true,"Yoga, Shopping, Sports Wear, Fitness & Instruction, Active Life, Sporting Goods, Cycling Classes, Fashion",11,5,2025-02-24,9999-12-31,true
vXpMmtc6-m3YiUe6ze44pw,Marshalls,3200F Laclede Station Rd,Maplewood,MO,63143,38.6040334324,-90.3291300706,true,"Home Decor, Plus Size Fashion, Home & Garden, Department Stores, Fashion, Shopping",11,3.5,2025-02-24,9999-12-31,true
ARgidflSXPHj7uhK-Y7hwA,Kampai Sushi Bar,4949 W Pine Blvd,St Louis,MO,63108,38.642407,-90.2632879,true,"Japanese, Sushi Bars, Restaurants",328,4,2025-02-24,9999-12-31,true
