review_id,business_id,user_id,review_date,stars,cool,funny,useful
YiYk7OPjpt94XLsNzdYBEQ,ehnMcJZlx29XMroxMd3-mQ,2dESZD-IqfGAwv1U5HqGSA,2014-02-24,5,0,0,0
lp0whAURUknvRjtWsa_Oxg,encfXG_jrG1M6gX1IqrHrw,9F45mo9dFDg4yUvJCuJQTQ,2017-07-08,5,0,0,0
7ClhTTKdCdP_rP7dervcjg,d_tRshM-w6S4QxE4VVi8tQ,ta56z7MLe6lXyYqjT4B2cA,2011-02-13,5,3,1,5
YCnvrzRDXpUUfFDen2Byhw,sdWuLh-auc0nC2Jy6_26AQ,wdF_ELClM00rhZVkgNyUCA,2016-04-11,5,0,0,1
Hqskl8xyZYYZf9RnbjoQ5g,O6hY9yenifuRXrpc4TfgsQ,MN3aFR0E01dkTwIf8u_GdA,2016-01-30,4,0,0,0
n75rZ8TeASnMZy4KvXQhmQ,yJ2ZRXx01eF40eRQFqIBeQ,PdlL2iNjEgkLpHWwHRpIEg,2015-09-09,3,0,0,0
BslLFcAOJm8XZ9K_kWQgFA,vZsR5GS4UdbFPnsxNcdvUA,GR-IqeC5qNr9MiGAymuWSA,2015-04-28,5,0,0,0
rBS75VUXRRveZl3P_WWZsg,BauybYsfqd0y6KDrJ6ZxjQ,yXS3NQ9r2eb-uvPhdvfOWQ,2013-10-24,1,0,0,0
FER3y2U9ghI_xXU-PoN7fQ,H1bbYNKgk6JF9pKcBXyDXw,DmDM9jxpvYRDVtXst9l2fw,2012-03-01,1,1,0,2
k7VatXVLism-cTDJE8TTUw,V7TaLZ5EB94hqRIZ1_xjGQ,xhvarYGyc24FrfBoeq3WsA,2017-01-27,5,0,0,0
qbjARwsKrcqj5bFbN3HfyA,ySSOZ_fz7wMhfjhWKzdR-w,Hw0hta-M0FiRjDMNm7PbuA,2018-08-04,5,0,0,0
v6WKevXoxcXTwDshVciu0w,Hpe-2Omu5-U3S2NrouHcdQ,ihTu74HkXnKGuY5v_Z8b0g,2012-08-15,5,0,0,1
LMjPfI3zAAgMEu3BZbTjRw,GXMXaiQYLOiIM8XUq_-luQ,XtZBMckLYFeQ-iTcIQoOfg,2016-08-03,1,0,1,0
EAu29fSkfl3c9DGUAL8rXQ,ctax8shu5cROWBAZ1vmk5w,J4w0wOrIbU2jcKzUmBxkhQ,2016-09-18,1,0,0,2
ycHEv5wwMZOsNgAW8dn_Og,VRGYwKE_Z77frm5NwLvJhw,o-1A0-x5Bku-XpPw-K9mLw,2017-08-07,5,0,0,0
ppRyy7N310Y6WUG7J4cfBQ,jwAhFOSckHGE2CyF-75i6Q,8nXmQDVA8HM7b9Hp0XQpdg,2012-05-28,4,0,0,7
KhCdPh2wO9el07ZvXXY_pw,ICqgjbOpBD9SUtE5PQC9sA,cY6mMX2emU26hw9eTccOOQ,2018-08-23,5,0,0,0
9YXzd7f_RtPXyv354W9Q7w,aqqZT3wqqhIkuvVxNrnbLg,2T8cxl3Y_JhCE8o80BSp0A,2013-11-14,1,0,1,1
AEVzxDPtywKIvSNF-nac3w,iCKF72z3fqRTF1vxdBZINQ,qFYTvzTuZLL7bwrPCZaiAg,2011-07-28,4,1,0,0
yDQgyCdvWVBsBML98QerAw,yFrOuce72KhvW0LpU5FY6A,mO8sN-ufvKuAbQ0vAYf1sw,2018-01-21,5,0,0,0
-zRIYXLgrAfhG42L_68HYg,YvPNkMeeKmilYrGW-Akuuw,oUglt0kgulDeAN3lwThZWg,2018-05-08,2,0,0,0
Vwk33XkYwOtxHDICA0u-Ew,L-YdO_NODKXXT3bkS0nUpg,954YMbgTVnCYDv7PAcc5Mg,2016-08-13,5,0,0,0
AURrbCIx0gpe1CMZJ2Bjog,lRbHFOIFuusN2WOR_ypQ_A,8fwqr_VHWmksLnqCXxEDiw,2012-01-03,4,0,0,0
AySNiP2U_b7UJipXSfVhTA,GlYN-RJyL_YwxIqsSDo1ag,PKjtm1sG9AP-h-CR1ywA_g,2014-03-15,5,2,0,3
P8Hi4DqhGL2u__zlo5KjwQ,6kAXOzE7fqaBZINQV_-_mg,UCnM1IOnRoKLgPMQ0w1gHQ,2012-05-28,4,0,0,0
x0dvemSqhJL8M8d3zPrsZw,sr-5EY6bmp4jINhea06MjA,vtIC_9D1oCtfm_QoVh_O1g,2018-10-04,5,0,0,0
4clKZO4s2SnbW-RoO1Irvw,hAmuto6UndVroyd_DaD-TA,SFi2ayCGkIMLd_ZiIy706A,2017-08-16,5,0,0,1
kt5A3wwz-uvXlDO09rpZZw,NafvL_jAG-HhlNUrVk1PFg,nWepkfrazqoTWkPDdgI1bw,2017-04-30,3,3,3,5
XfcvUo51Oupo5SiOmGEw3g,wI51ie-6j7y5MzxOCS4fNA,Len5SFtKz01uCgrvSxtLvg,2014-11-30,4,0,0,0
eRra7WaAUZVNt_3Kye_o6Q,qdL-EbgoA7Gq_2u4e4YvLw,rWMtDr6n2O_aGPfBdlw27g,2016-05-19,2,0,3,4
CJpgoenhjhiVSNiTSH-JmA,s8PLThZ8tIe16NWjcwQbBg,ZLFlre1NmKVfajndjaVDGA,2016-09-06,4,0,0,1
xYULOAQKDzT8xF3RkIeu_w,2kWw4GEEZdSPuTc6KV_aRA,xkU3TzMOVK1nnHN2sL9O-A,2015-04-15,2,0,0,0
sYs1tOOa89yw2MIdMXKyvg,7IGODjRWVo96UF71P_nJqg,ehyPshZQevkQCmKKFOTZTQ,2012-03-30,5,1,4,2
PLA_VP8QfE4XHbwBPvD1cw,I8S5HCAy9Eq6CBVdSpipKA,758g6NGLp9deCbvowz62Ww,2008-12-06,4,0,0,3
CSJrckQEuaZf2L3i2MOIgg,LqaIFNWnwmy3PInuBDpAxg,ZE8CWxiUqFS4U4d6_jYs8Q,2013-10-25,5,0,0,0
Sfi0-Zy4JqpWlOYsiMcg1g,Xsvi9wYhD7u5XrK2EKDd8w,TA_McHKN9QEM73JJFXv3Cw,2018-07-08,5,0,0,0
45jt8UwpS64ULd_TLVg5yw,N5ekxQd7wGHWJJK-p9qqXw,tE9jeT3ID7Yj5e-ct1Ts4g,2016-08-25,3,1,0,1
ZF_zNylSk_tTlDs3dGCpvQ,WLLmkBjtN8mr2vWTU8aaCQ,FdtW-2cTQ6lOjzJYw9W5uQ,2017-01-02,5,0,0,0
-6gZKteyqMWSfl-K0cK35g,LfrCUDzg66jncxLvNxBnlg,zHDq4pKiDGKlx2vT5GFwVg,2017-03-04,5,1,0,2
IGjLplQUfpmejsJNHpPBHw,0yGH62WGQy_W3JoR6L5Kew,I3ZamNJ8LH7E3DycylrjTQ,2015-08-07,5,1,0,0
Uq-uSh0Eyv7lFr1m8zSv_A,GV-e7Op4aU98xkjjoKlRhA,ZI2KbSicobw2PJCGc3SSuw,2010-11-23,4,0,0,1
L3MXURl5Uh5AGHbIeln14g,aKOdfQcjDG2NQtIEmq21ew,5pY-0Jw_qHxOgLeU3iyaGw,2018-06-26,5,0,0,0
t2aENGfOsTac8iYa4vwnlg,GUMVStVaJfWmCIpQA4TtHg,XDb6LgqFwbfil-36NwIcIQ,2013-01-28,2,1,0,2
qTDwtZQDg-TzrFbPtntxJw,kbFwcVMsHlNNXGWRZpEYhg,D3TkaW_qYXRW8lh-UCDDEQ,2018-07-17,5,0,0,1
dDrOrDFDcQHW-oj_QmKMZw,LWDktsosohdLy4iI2pIOOQ,NG_ICeDK3ULdnIVVN9Y8vg,2018-07-17,5,0,0,0
YpwBi6ZTos9cdizfL0dKyw,6I_DA3uqOox50rBvjrQ_-g,ZPDcTTy10DeS3PnTdTTb4w,2017-08-16,1,0,0,2
KAKBrj833neeI641p4ATog,C5Nwl3I2luh-k5ePQ-kLmw,7eK3JkGROrfZ0hX6-Jc38w,2014-09-10,5,0,0,3
vbnoItX02wO4gko5YUTzag,B91yBSPvAz5O_t9JFafN1Q,qDYvjj7DGL9swv8qXQXFzA,2017-09-09,1,0,0,2
OvDMkBnilLdXaYL9QeWLNw,O286wXm4mcznQn_1JieD1g,2TvD-xhO9g-i_BaXPBMdCw,2015-12-21,4,0,0,0
XjxC14UIwkQBdmsfX0wKaw,G-zzByEfv2oqjcxYmPsjtA,cHQetdEYI9VrKQKvLR3k7A,2014-07-13,5,0,0,0
iMcxEfx-jy7PvecOchc46g,8K_iq2Hvqln7RggyY5L0AA,fol2vj-LUr3TH1tvMI--EQ,2015-04-02,5,0,0,2
s12ADeSjcrDRO9rU_ZNyrg,GmomRGW_omclyKXKDppsIg,45XctmHcotxwzqCmvLQxkQ,2010-01-10,3,1,9,1
kxbQZxKfO3V9qa7I0LspHg,Zx7n8mdt8OzLRXVzolXNhQ,TAIsVwHISrRqvf4f2iR7Mg,2018-03-15,4,0,0,0
VrfdT9ZSHEnwAIg_5N8uAg,9dGzGbNKLMP0_wOqI5GffQ,YKkrwL0xA38rb8ySyQ55JA,2010-10-05,5,1,0,1
V5Fdhak0KJxq38qsr1irgg,2Ge49Uh3i9IrtQIIKPDGDA,STl8hIjpwheaW12MO3WDww,2017-03-03,1,0,0,1
d6X2yxUbuxHgimTveNCVuA,KAk07Tbv0UsoY-s7RYfepg,JYxJUad4GtKZdZhoTXTKZw,2009-10-13,4,1,1,2
We7ECGo9PkZqL9yY7bEPlA,uVCMVOTyL4-j4M37o01MwA,cfyA0VAw0QIl3i7VSM3izw,2016-10-13,5,0,0,0
X1N8VcmM-Bwv7b2ywzCekQ,OSkLTJeSDAqdcfPGLPj81A,qt7ytuhPb1JigXvC7LFxhw,2017-09-09,4,0,0,0
Px520jxe7vcVanc3wMQZJQ,BWITd9JUXP3gSi1z3Y-z8g,3r0H5dsSPYmetmwQF9WxbA,2017-12-16,5,0,0,0
oAeZVIJh--jnuIYyNFiEbw,wHiPhPVuGnngEieDBMG00g,ZqdKgTw1zL5ca2beMuWRQA,2013-08-04,5,0,0,0
Al6N4BanclQv_WDqKSeD9A,9V0LMtO1riRw9-pUuG4NFg,JvuIz3usNZrayjOACbVSdg,2015-10-17,3,0,0,0
56aoyXFcAFs-GxfaLp91YQ,nX2105_S9lUhB5rbhC2n2w,ur1iQz6TuEClyYYo4fd2Og,2017-05-13,5,0,0,0
MDRnBztcZ_otTq19tvCR0Q,9_m_iA3VAqGBJEW5XLc-5w,zmu0HvOHCACfo_JxPbd07g,2014-02-24,5,3,0,4
vINGHTXZeyHQUeFy9zhbiA,X-BZp1KMgGzKkf_92Y3fWw,qiPrt4Vwqu9wK4VLrcy_wA,2014-11-30,5,1,1,3
W0O7fuWWPTwPxZDgQF3BIA,pSmOH4a3HNNpYM82J5ycLA,vKGevla8lDHp8yxq4Poyfg,2017-05-26,1,0,0,0
CDShGHA0UPSedh18S5K3eg,-ikBycdroyTLDBHR9aC3HA,2N_gW_rtIoVzifhgdRX9og,2011-09-25,4,0,0,1
x-OF89Y84uXvSRbeIskdfQ,Zi-F-YvyVOK0k5QD7lrLOg,zPxvMIlv0W0HgTlMoU-WaQ,2015-05-26,5,3,2,6
1V0bzX70ZuP7KJXIJ1dLMQ,OHzX-ZD9qyoeoxR8Z0dlIA,mIyOekSeriEs7kZ9UHGF6Q,2014-07-28,5,1,0,0
fE2DRDTFrCFa47tqeYmXlQ,jgUJ2CkM3LaRHpt3JhKc7g,wfi0T-xq_P5sKQvwQitlYg,2013-01-27,3,1,0,0
a5AWwDeoo4n-zGylD4pvWg,ieTkugkUIuDpyopUGi29Dg,wiBJWa3RBh-Q7jM4J4dCEw,2018-04-04,2,0,0,0
PGhIovwmAMhj_zFDTxad-Q,9XkgYvXhYibe85V6mNE_TQ,97U_2CgLx4gCU9ndSy6kIQ,2015-10-17,1,0,0,0
YPBresB5TNp6366t03BbZg,-ujBP1Dw0j1-Ffaz97-LXQ,Rw0vCeikk9aS2Z_CzXedFA,2018-08-14,5,0,0,0
P9AMB0FwC26Uhc1MFrknAw,wTDoKozZrBIR0ZJ3-dBXCg,cfZGG8HTTtkTnlVJmaNVpQ,2010-10-05,5,0,2,3
IlckL69gyd8jqOk2NLFDBQ,pUVRCYL8rT4I5Ry5FYkRsA,hSVFFmkSgBAqqX-iDDbUmA,2017-11-06,5,0,0,0
4NDQ8gMT4h7tVaromMiotg,NVN_23yYJDf_RAinqFICDA,VEj1OuO6QrQMXFhuMZJ8cQ,2012-01-03,4,3,2,2
A8J9cI50LfVFcRFpwvdMnA,HKLFG2qKkd5X1IyfwYlYqQ,RLkgT2t8IgABff3iKaaGOA,2016-10-14,5,0,0,0
fQ8wA9NNIfv-fh5aHb1XLQ,CUsM2ZJAMUkUsf5-G7Js7Q,e9XWJ8iNja0U-qF_1r2nqw,2014-08-10,5,0,0,4
B8sUIRgisTiHbpdw5X1wMg,7yPzOek7Af2dKWGYKpcHWA,-xTAmslBDE_mq-6Kbxieag,2014-09-10,4,1,0,0
YyiZfDz9UyOgoCy2tBAaPg,7yPzOek7Af2dKWGYKpcHWA,CcqpZkc5ngs88akzQ0rFHg,2016-01-17,4,0,0,0
oHlft2Vve-A-VaB2UCeJXw,UjXH7iq8eYauQoGswkxGYw,64_Kq1IZglMqiyKj1EoAKw,2015-10-07,4,0,0,2
-jwzjeeF3I3jNZdfaz1KMQ,8zvsq2duG2u0rB7R8ZDeMg,lOc6ZF0YkIdkaxxTKZYr0A,2016-03-07,1,0,0,0
C9BxTghVFXvCX7Vkc0JkwQ,2FnoLyEO0nq7g2Wz8x7Z5A,n0rY3fkZ5ApQ7ZeccfeM1g,2018-06-26,2,0,0,0
sbFKPWUz-Bp3RAOKMeTBPQ,OcwIu0UDAaDKGl4ChX-O2g,po4pGBDAzP9pvIRvvn4eRA,2012-07-16,5,0,0,1
_21cj3gaLr3lqFUjeVh4Tg,AfOovhtD296J_Gi3GJ_hdw,_pIgvX90vh7-yzWMfKeXUA,2014-07-28,5,1,0,3
0u2jfhFTJ5SRqunffqYpdQ,2Cd4sRn-dI0OkoLxmTi3bg,BA4ETzYKWmRekQBLHhIWjw,2011-09-26,1,0,1,1
RfJb17pTVDgei-X2FG3xZA,TQloD2_k3J67Q1J_picgfw,MhbjMiuR74hpqgrjdlZmoQ,2015-08-07,1,0,0,0
MyI1Itk97XKKW-OCwWw9_A,H2v510VQj7oyC30izAVPlQ,vm0ndh7l_NpTj_b4cuJTRQ,2015-04-29,4,2,1,5
8izdGftq1oOKxOJtw-UAeg,ZiQiMlvgk19GrEEkN9kyRA,di2EAA36q-RtOU1eaVb_sg,2016-01-17,1,0,0,0
xKsMlZ8HBGtMXgNPSmD22A,pRyf3q0VIMgZngyHb3Gfog,Zhga-vuj8X4zNOXtFKOcVg,2013-03-18,3,0,0,0
XAboxAN2DwxgU4tiyZM_rQ,PBtZNTQl5tRReeC8It1G7g,-t3oo_EtBZRjeWvaw3S3AQ,2013-12-28,1,0,0,0
dk4wmHP-oih3UGg40kLWMw,dSPA4yql9vUwnYRxHiVtHA,s5QTRacIfsNKn7kWeA8smQ,2012-06-26,1,0,0,0
33KcU6_Yzs9HXS_5rgIO1A,L9CKPOoI51LNnRW8B1M8CQ,FpCDjCYD8h6SFF1RQS7tzg,2018-06-09,5,1,0,1
Uk1EB4rKex6krmsJjcK8eA,zJErbOQMKX-MwHs_ulV7DA,19xwigp_wt9O7hcczijQgQ,2017-02-19,1,0,0,0
zFpfmQsjwZsxzHsE-maxAQ,5j2ywRGhhYdia7CuQSzkoA,pJJrq1CwBDJiZHuvYl4_7A,2014-11-12,3,0,0,0
Y9X_pfyN7KyuLsJREUqPPw,U3cudGMQsFqpAgpnonvYqA,TJf3kXlWe80GShNUOexJOQ,2016-07-25,1,0,0,0
n3VadK6hnAfbw1iusoIxsg,7e4Z9_qGA0Vjb8xlFC61PA,8ye1qUh_e2M8diIWVPexow,2010-05-16,5,0,0,0
q_gqv2OP87jV6AOHSeO6cQ,4nmSdHijY4skUHuHebtOvQ,Ns5iwB1IZZDmQ1wgEtIOMQ,2017-07-28,5,0,0,0
qrRqsSAp91BRMr03CMXWcQ,GgcvRnt5_z3NEC0D6vNncQ,bA6sFAZTIc5ddwpnB_WJUw,2005-09-15,4,1,0,0
6eTpI2aBS3EiD3se18au1Q,kkcQYuF3w5iHnHMf0EnRhQ,NLliEVb7Y9-HlTNJsToZUw,2015-01-04,5,0,0,1
PIeDpJ2TkHWpn5aSlpMtYg,z-s_l9SLZiqhAArcdkYOaw,YazjBs04l909sHlUlgHNOA,2015-06-09,5,1,0,1
eyRiU7tk6KrOSuNA7uOu3Q,83IeQHroXEctmMpK19TJKw,dEKozQU5YkDuhy4y3DlJUA,2011-03-21,5,0,0,2
raiHmTDRcK1D3QJotwvrXw,K4fLZqHVuJjGZjM5iv9B6w,iYbNGwts6wtYvI0A-uNfWw,2011-04-23,5,2,0,0
50Lt-rPZMc5Er87Cgx-vXg,otQS34_MymijPTdNBoBdCw,zzeRzizkihWHz9bVAvbcVw,2015-03-18,4,0,0,0
yjGMJ_U52DeGpa2-ULKIYA,pSmOH4a3HNNpYM82J5ycLA,Hs4HViBxhjOkUJlthNKNWQ,2015-09-10,4,0,0,0
YqUas6ZkKCFAlTNkxF7YSA,-o6bah2j6_IH9pkwANXcLA,Ob_p_veNuHyBr0jBVZ4uMg,2018-04-04,5,0,0,0
dWHkg9W2jhdMTwtQoemr9g,cHCRC7r9irhK0dIum1zeUw,hn18xnU4C5wM_rlQ06FANA,2015-03-18,4,2,0,1
wjUZ1kRpeJL_cCOsSCWWfQ,plobBsTtVUODb353xxFT_g,xmbvOR4vRH1iPVrLOB628w,2016-08-13,4,0,0,0
O8C9KkkHfeN24WqYFAua_Q,sdFJSq-EgmtplIwUamRwTQ,szqJcANlagfO7s9GNwTwUw,2015-01-19,5,0,0,0
ZH2t7k7_jK3fY1pnX0nvpQ,rpZrUHxtj5JZuq76FkbNdA,YwIC4zQaRPNoETL5cfknlQ,2018-02-24,4,0,0,0
zhTaIgoXSd8IViuJVKT-vA,cN8F-BmoHoS9eCqIHMtlHA,nlsxDX6nKcVDGWzVxdsWiQ,2015-03-05,5,0,0,2
qelIX9-WkzLnZwFXl6Tu1w,xkYOPbA8AL4jcQIN3xveoQ,aM_gKOVmOJtC7Qabb7yheA,2017-07-19,4,0,0,2
8bGJJrY9zhMpKqIkmKNi-w,sr-5EY6bmp4jINhea06MjA,C410dZNCFbEL7D4vMRF_Qw,2017-04-08,3,0,0,0
70JqCTuqXP0c-ili3FWBOA,9gObo5ltOMo6UgsaXaHPWA,XBTKXJ3GuFpdWWcbj2xghQ,2018-05-19,5,0,0,0
Eh8acdlCxaJddk8EKS_jRw,zgpjbobBY0fKvxAxOz7TkA,ZAcq0f1j1sj-7B-wpIob3g,2014-08-24,5,0,0,1
XbpqQNHTgeMNEou-bCeLYA,uqXYVxIwoEsFFjEHBlMZQA,2iFATp2wkqTcmiDE_AUfcQ,2015-10-17,5,0,0,0
2V_v_iC7P6hJDFjbVZy5Tw,R4eAWOt6Kz_rmo8B9FyG8g,mRNk6znErwDpTzDOM5T3ig,2016-09-18,1,0,0,0
f9erpOxUizONoTMlaGXz-A,NaA1lTPxouNLq-zFI3IOYA,D9YdNaByUZxsuqXbQsJ4aQ,2016-01-30,1,0,1,2
gnVS5JxfXU3kMCjST299Ag,2rQFgavS-942RapZTBSBTw,PGoR29MCe3chANls8sTfhg,2012-10-08,4,0,0,0
MImhDsMuun3MqhHGwTiHPQ,8uF-bhJFgT4Tn6DTb27viA,uinzvCuEMwTRPcmgDtlAsg,2016-11-21,5,1,0,0
7JonmpnW-77qWBHg8SjciQ,qkxVnEA80Qppl2IJFknf1Q,Vo3wSUmKNrHsiIH8MzkCkg,2017-06-28,3,0,0,1
3fw82i5ktg1B0LvXlL7_Ag,RMjHlAejNrLHzF4-G4uyng,OjYsaQ7VRbYSzLP09DM-uQ,2014-06-27,2,0,0,0
_xnXiCHtvwCBpP1o3lPKsw,9D7dDnaZZglUOj75xFy-nw,T-4g5-nd1tL_8QeaHFWjsA,2017-03-04,1,0,0,0
KsUVIPHpYTSdQ4iZuLMUmg,ahG43gKUzsR2pbygFfJwcg,NiH7ngpLru4nmSovLh1kMQ,2017-07-08,5,0,0,0
6fBn6CvkFUB79zm66q5aBA,L_sXNadtVHjxMw7Yhvkj9Q,sDKLy1_bdC-T6hdz2tiFcg,2016-02-11,5,0,1,0
zIExkzx3TLnAKGprZY-VWg,Oun4NN-u5yiHIxDqtJnxgA,fUnIZ6Z_hy68xjvWipXA7Q,2016-07-03,3,0,0,0
crh-tVuzDBYQ5bGDL4K_GQ,yE1raqkLX7OZsjmX3qKIKg,63iKxShCN5y-W-WSyTu-GA,2015-12-20,4,0,0,1
nWBcUhEyiZMmY8W2Bmu7fw,zDJoyeohHjEX-Pz6zQfPng,clL86TM2UJ4XD0MQO3zA9g,2012-08-15,4,1,0,2
p0hyF98o6SSbCTtTcYRXBQ,Yv6HUVu7fRMnt_NtGdVQBw,ipNdkt9x5UEs7YeH9l61sA,2017-12-16,1,0,0,3
JRLhN_T4EfKZsmf7R1Cj2A,I2Yt74AzSQFfyQqgN7PSEg,ikWD8meznb14w9yNie3bwQ,2015-05-12,4,0,0,0
0PrDdaLJViIZwTjrFxL4mw,eL4lyE7LNoXEMvpcJ8WNVw,vLiH69UuApUYQzcSdtCnog,2011-08-24,5,0,0,0
SamyeAUjk8KhGapNnClWNA,U8YI5k4c392EmPY7NsRZZg,ScuWOAFGiCSDkZPI4x5mAQ,2014-04-01,5,1,0,2
qozN87Y2BTOMkKCGZSok3Q,EaTbY8HFwwF7i3SjVbHGYw,LsRLjn-WBZRlhPnOZJxtYA,2015-10-23,3,2,5,3
KxB9ea4oBWA2pVMU6sOY0w,vN6v8m4DO45Z4pp8yxxF_w,KGIBBWFmyxnsc_-Ni0knmA,2015-04-15,4,0,0,0
fA_o3cYlvIBeRhP7674MNw,hAmuto6UndVroyd_DaD-TA,SLyymWUDIAtrYCKxnEd1SA,2013-04-10,5,1,1,1
eRXb4tCPrb_HFOXbKNOZPQ,zSqTndm5Alq9dW1PyzbdTA,KVbwgUDGEXUi0ketO-bfrQ,2018-04-04,4,0,0,0
MPn0EdladUHlxpgFjaMu7g,4RMHlggaIdNibPUJPVEd6w,EGFV9eyNw4AzYHFQ4x3xTg,2011-12-01,3,0,0,0
asXAASywqWEx4lS6PU-r_g,TgbI5_wXWa82NBVwkvC0yQ,lTx02VrbU_YYRffLehyVgg,2017-04-19,5,0,0,0
0NbDgFhL0KbI6wEV2ptikA,zbvu8pRKcOQqdjqRGbncyQ,poIygVhr5Y_IzgPINwnpsA,2015-02-16,5,0,0,0
X0mGKfc6uSNYmvq5qyjP_g,ySSOZ_fz7wMhfjhWKzdR-w,nNlRYWO00FvLVQx9Hp6_dw,2014-05-27,3,3,1,1
K4zc-hKSp_mhl6Spqr4xyg,nBFs70QJ40fvV5SwwBa1Mg,uL5Day44kAvinzQ74NfM2w,2017-04-30,4,0,0,0
cLBhtT1rzuQ00Ufepth_KA,C-L3Idjx0RvopgmnkbOpmA,msm1tOIRZ3AQ1pxpZYpbNg,2016-10-14,1,0,1,0
-zWowoa0a_EuZxwmzdTBlQ,krIXxF3-vdrnDqtaMv-5zw,GV2OYKrtKJs7_zyugAs08w,2015-01-19,2,0,0,1
_15NBWeqHcGNnaxVif5ZDA,vEyfMDd1u00EwCRGbpz36A,93i3SmY9se2iDQ8mqv5WOA,2015-12-06,5,2,0,3
g-KLNXXQl-2kbreXzNqEPA,vC2qm1y3Au5czBtbhc-DNw,SVywIrtEdtIeGmq_OGl2iw,2013-01-03,4,0,1,0
0TcxZOur0B3zdIUpF1dw_A,5X43mcuo8-oq9NUZi5m7Jg,uof0UZm7DNc4-Wz6Il7huw,2016-09-18,4,0,0,0
HVcbmtcCgXSOyE6TpeNCNg,S2Ho8yLxhKAa26pBAm6rxA,-C3-Q5gjJ5Wa9o5oCk5upA,2017-12-29,4,0,0,0
VvRA8SjaQgwdR84Rj74oAw,BuQptNNitbz1oylgBlm27g,Hkq0YSVWzYI0LhEe7FBqnw,2017-01-15,5,0,0,0
xIlrtJfIMS0EHhBNpzngDw,NT5S6JV5wPwKOd3s3Yh1zQ,X7WBSLrq1zaWq2o5b5l4vQ,2010-08-21,4,0,1,1
roFXavbuo62FLhoC-aYk0g,V9XlikTxq0My4gE8LULsjw,sfd19Wo_7g2TwaoJmA9B8A,2018-09-03,1,0,0,2
c5UXdgmg8r7V6nlmQFOAPA,6qHcVgHtCcH812D1v3To_A,WlvjH10oIJgpRIAq-XYw2w,2008-12-03,4,1,1,1
nNs7crTxUfQO1P4EoiMYrQ,Uc6PdjT_MO5bRPQsUUEy5Q,b63eLCGDCpVPtswPtyq8bA,2016-10-01,4,0,0,0
hifL4TaF9eMqyiDHh3rabQ,z680Aylt8wN2KAeFM1hy-A,1eqy55tfazEXqDvGq2LDFw,2007-12-12,3,1,1,2
7MiCS6BTDZ8JWMvJvoBuAg,Dv6RfXLYe1atjgz3Xf4GGw,EUw0l5UC1_Xv6Q_6TtOdEA,2018-05-28,4,0,0,0
2Ug2CyS6DINgI8G2bQICLA,xhe3Z5cd-FYbR1DfFwx6OQ,TI3dyNuTh7OnR26w26pXJg,2017-04-19,5,0,0,0
Vt8ZxllPhSP1mdPueYHNSg,nPgRFNyRYW5xG4MkWzc_iQ,CuSBlyoPEK8sSx_LLiQSxg,2015-11-19,2,0,0,1
pNs-xLIaPPB98_itKve9gQ,VgGITb54IIb1G0gSVt3gkw,OxOEyH0OxKH4e3E6xqy9-Q,2013-09-04,4,0,0,1
tve5dngx_pz-QBIc1BAVHw,RhuYqAT45uIR2NNdDsolXQ,P-7VidyXqOGd6zBnT85pDA,2009-05-21,5,0,0,0
rknc50qaWzqlAHv3yHfSfA,OcrcitVhcUKR11Rr4GCrCw,53ExUFCVkGlmSEx6vr1V3A,2012-03-01,2,0,0,0
5ApCt3Uzzkukc2gSiHqo-Q,6VQ1UhrwqRPkO1Bt4bbxlg,cvQXRFLCyr0S7EgFb4lZqw,2016-03-18,2,0,1,0
AIh3S6UUMr7YrQ9QXqFZAw,7EhTT4iEuA7JaaWA-eI3Qw,di47eSCp7UEI1_x-lJYfYQ,2014-04-19,5,1,0,2
C7EsQqN0NgfDmbxwmQpo3A,Lro-qULT-oa4Oz36p1yTwA,FBbrE7oevNHpSNurQU-ERg,2014-02-05,3,0,1,0
TvKktOasZ63gRoQMIE-IWA,LQcGL4hfJAeK6bk2ZdhmXw,tAsrcTNoT0pAJzKUQBHp0A,2013-08-03,4,0,2,0
OC-ULLJrhOsE1J-lkgsFFw,xkYOPbA8AL4jcQIN3xveoQ,1CRh6-ldzrxjCAPd_zFMTg,2015-11-18,5,0,0,0
tLG0BuiF1q3DeSRj3nugFw,bN7-A2GlVz2Job3frIPy9w,9GZwpp4H22i7O21takqmPA,2018-01-21,5,0,0,0
GcnvXGEReBrvPB25Wu2qZg,gGyqnAlpFrka_qzpO7j4lQ,GcdYgbaF75vj7RO6EZhPOQ,2013-06-24,5,3,2,2
xrD7bxJRaoFBxUqGU6k9kQ,VhQg78uOp7voj1wkONDvPg,RgPDXJukxCUi6K3_LvrKBg,2014-08-24,2,0,0,0
IHjIcC7eYySCUnG9oOMb1g,mUIBtlWNPD7sz3rGGWQ1RA,oH9nZI4Q3ZW4h7fEnFJrrg,2014-10-11,5,0,0,0
9ntCEU8M_YBa0TIxxM1roA,XyGRDrgCK0z4CiA6nhwEaw,BMXA8HiAuOQboRikPt6Xgg,2018-07-17,3,0,2,3
L3p7RXD-IA8YIlTW6_9xyQ,GBTPC53ZrG1ZBY3DT8Mbcw,yrAX4ikJePO6eSN6_g6buw,2009-10-14,4,0,0,0
sXwarTV5hiPLAz9DpnVZTw,Bb4mYZA4qda-2OP6Gku0SA,75RntWgoKzw9hOnAG61lUw,2013-02-21,1,0,0,1
